Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,
16-Dec-16,588.5,592.625,586,590.5,1179.134535,65262,1699,76952678,18012,27.6,13.25,4,
19-Dec-16,590.45,590.45,585.725,588.35,1176.602982,55393,1460,65175569,23419,42.28,9.45,-4.2,
20-Dec-16,588.35,593,586,590.8,1178.13798,74257,2080,87484992,34696,46.72,14,4.9,
21-Dec-16,591,592.2,587.25,589.975,1179.676991,36838,819,43456941,15927,43.24,9.9,-2.05,
22-Dec-16,591.25,591.25,584.525,586.25,1172.489556,37436,877,43893319,18642,49.8,13.45,-10,
23-Dec-16,586.95,594.5,584.925,593.225,1182.143755,55219,1763,65276796,22191,40.19,19.15,12.55,
26-Dec-16,590.5,594.4,585.5,587.475,1176.62391,92906,2010,109315421,51622,55.56,17.8,-6.05,
27-Dec-16,587.9,593.5,587.4,592.7,1179.856509,78193,1644,92256520,42542,54.41,12.2,9.6,
28-Dec-16,593.475,597.9,591,594.075,1189.471118,89848,2055,106871601,44233,49.23,13.8,1.2,
29-Dec-16,592.9,603.275,591.475,600.725,1193.859493,70267,1754,83888925,26838,38.19,23.6,15.65,
30-Dec-16,603,605.075,600,602.1,1205.910471,140948,2811,169970669,63635,45.15,10.15,-1.8,
2-Jan-17,602.5,604.6,596.2,598.65,1196.392754,170356,1784,203812684,22316,13.1,16.8,-7.7,
3-Jan-17,600.025,600.5,593,595.2,1192.182151,67378,1521,80326849,27069,40.17,15,-9.65,
4-Jan-17,595.525,596.45,592.25,593.05,1188.9416,155393,1774,184753202,113747,73.2,8.4,-4.95,
5-Jan-17,599.775,599.775,590.875,591.725,1184.258306,845935,3484,1001805550,413238,48.85,17.8,-16.1,
6-Jan-17,594.9,599.125,593.2,596.6,1188.928436,193449,2360,229997017,148212,76.62,11.85,3.4,
9-Jan-17,600,601.825,595.6,597.45,1195.425099,368394,2005,440387434,335263,91.01,12.45,-5.1,
10-Jan-17,598.65,607.5,598,606.175,1207.147039,870952,3378,1051367128,351631,40.37,19,15.05,
11-Jan-17,610,619,608.025,616.3,1225.827568,298965,5268,366479539,183398,61.34,21.95,12.6,
12-Jan-17,619,621.6,612.6,617.25,1233.039083,55190,2021,68051427,16528,29.95,18,-3.5,
13-Jan-17,613.125,619.95,613.125,616.325,1231.513166,33305,1458,41015546,11997,36.02,13.65,6.4,
16-Jan-17,622.45,625,617.3,623.8,1239.083614,4422627,2573,5480004648,273585,6.19,15.4,2.7,
17-Jan-17,624.45,626.25,618,619.225,1240.82868,42482,1007,52712884,21945,51.66,16.5,-10.45,
18-Jan-17,621,627.7,620.5,621.975,1247.374981,40530,1136,50556108,13446,33.18,14.4,1.95,
19-Jan-17,621.975,621.975,616.55,617.425,1237.353589,42162,1440,52169302,18787,44.56,10.85,-9.1,
20-Jan-17,619,622.375,615.6,618.325,1239.622541,34568,858,42851272,16911,48.92,13.55,-1.35,
23-Jan-17,618,624.975,617.5,622.4,1242.395625,33969,1239,42202937,11416,33.61,14.95,8.8,
24-Jan-17,625,635.5,625,633.875,1260.552998,133091,4212,167768259,36849,27.69,21,17.75,
25-Jan-17,638,645.85,635.15,643.775,1281.281109,96347,2773,123447591,38885,40.36,21.4,11.55,
27-Jan-17,647.5,650,644.025,646.5,1295.046133,78143,1886,101198790,41624,53.27,11.95,-2,
30-Jan-17,646.5,647.075,640.05,642.425,1284.596273,54304,1329,69758716,27709,51.03,14.05,-8.15,
31-Jan-17,639.5,646.2,639,643.475,1286.245089,74222,2061,95467683,24898,33.55,14.4,7.95,
1-Feb-17,644,655,640.275,653.1,1297.982916,125849,3027,163349852,49963,39.7,29.45,18.2,
2-Feb-17,653.1,653.1,646,649.25,1296.362666,267516,1862,346797755,212109,79.29,14.2,-7.7,
3-Feb-17,653.4,658.25,648,655.65,1309.223541,94515,2152,123741263,39953,42.27,20.5,4.5,
6-Feb-17,657.55,660,656.075,656.875,1315.639766,48116,1941,63303323,19098,39.69,7.85,-1.35,
7-Feb-17,655.675,657.95,651.625,653.725,1308.735788,55781,1512,73002591,16646,29.84,12.65,-3.9,
8-Feb-17,653.725,659.075,649.125,653.4,1308.428176,67582,2008,88426193,20065,29.69,19.9,-0.65,
9-Feb-17,653.6,659.6,647,649.75,1302.036614,65794,1578,85666197,27378,41.61,25.2,-7.7,
10-Feb-17,651.225,654.675,649.5,652.25,1303.353689,40021,1365,52161518,18669,46.65,10.35,2.05,
13-Feb-17,655,657.5,649.8,655.225,1308.222184,46106,1883,60316892,24204,52.5,15.4,0.45,
14-Feb-17,654.775,657,652.5,655.3,1311.075165,37584,1071,49275449,21762,57.9,9,1.05,
15-Feb-17,657.5,662.425,654.225,661.225,1320.797148,119363,2894,157654310,69988,58.63,16.4,7.45,
16-Feb-17,662.5,666.6,660,663.675,1327.454578,72740,2224,96559046,36742,50.51,13.2,2.35,
17-Feb-17,719.5,725,680.625,688.575,1415.704131,5524506,60701,7821065968,3738065,67.66,88.75,-61.85,
20-Feb-17,682,708,680.05,703.6,1389.303287,183585,5424,255055244,55992,30.5,55.9,43.2,
21-Feb-17,704,709.5,698.7,706.15,1403.331444,178166,3552,250025950,121988,68.47,21.6,4.3,
22-Feb-17,707.5,709,697.8,699.6,1408.880468,79301,2309,111725630,22806,28.76,22.4,-15.8,
23-Feb-17,701,710,694,697.35,1404.834449,106360,3192,149418192,24844,23.36,32,-7.3,
27-Feb-17,696,700,689.975,696.925,1391.694956,62863,2240,87486120,23633,37.59,20.05,1.85,
28-Feb-17,696.625,698.175,692.5,694.6,1390.294555,34272,1466,47648175,9790,28.57,11.35,-4.05,
1-Mar-17,698,698.55,692.625,694.925,1390.50661,33357,1546,46383129,10310,30.91,11.85,-6.15,
2-Mar-17,699.5,699.5,688.05,689.775,1390.929226,678465,2110,943696797,636823,93.86,22.9,-19.45,
3-Mar-17,691,694,684.625,688.275,1374.202762,35120,1772,48262001,11578,32.97,18.75,-5.45,
6-Mar-17,690,694.575,687.5,690.15,1382.162535,43006,1452,59441282,18491,43,14.15,0.3,
7-Mar-17,691,694.5,688.625,693.075,1384.231124,63520,2462,87926361,26608,41.89,11.75,4.15,
8-Mar-17,693.075,699.25,690.4,695.725,1388.246056,530026,1375,735806504,507081,95.67,17.7,5.3,
9-Mar-17,696.5,699,692.5,697.5,1390.976689,25782,896,35862161,6924,26.86,13,2,
10-Mar-17,699.275,702.5,697,700.1,1398.370837,102123,2395,142805825,68716,67.29,11,1.65,
14-Mar-17,712.5,712.5,703.825,704.9,1411.897734,588376,2494,830726741,556169,94.53,17.35,-15.2,
15-Mar-17,704.5,709.5,704.5,708.725,1414.627335,82825,1638,117166509,50458,60.92,10,8.45,
16-Mar-17,708.725,711,707,709.1,1418.16954,65607,1525,93041849,47383,72.22,8,0.75,
17-Mar-17,709.1,714,705.675,713,1422.678773,85908,1358,122219488,62127,72.32,16.65,7.8,
20-Mar-17,713,719.5,712.2,718.75,1434.877289,76929,1699,110383675,39033,50.74,14.6,11.5,
21-Mar-17,718,722.5,718,720.775,1440.321487,150877,1804,217311385,103056,68.3,9,5.55,
22-Mar-17,713.95,718,713.125,715.625,1428.601465,1402181,1663,2003157831,1371817,97.83,9.75,3.35,
23-Mar-17,715.55,717.5,712,715.35,1427.173399,1309996,2001,1869591444,1279541,97.68,11,-0.4,
24-Mar-17,715.25,717.25,711,712.425,1431.195921,612426,3281,876501593,571262,93.28,12.5,-5.65,
27-Mar-17,712.425,712.425,703,705.725,1413.619919,324752,4458,459075896,167936,51.71,18.85,-13.4,
28-Mar-17,708.1,712.5,706.625,709.375,1419.042069,1002583,3527,1422707455,953466,95.1,11.75,2.55,
29-Mar-17,709.5,717.25,709.5,713.925,1427.279008,85062,1556,121407207,53168,62.5,15.5,8.85,
30-Mar-17,713.5,739,713.5,731.875,1453.760314,204213,4919,296876755,106142,51.98,51,36.75,
31-Mar-17,730,730,718.5,721.15,1442.562791,130258,2432,187905344,63939,49.09,23,-17.7,
3-April-2017,722.5,724.4,714.75,716.35,1434.401287,53478,1959,76708912,20995,39.26,19.3,-12.3,
5-April-2017,723,723,715,716.7,1437.125082,65517,1966,94156124,16575,25.3,16,-12.6,
6-April-2017,716.725,719.85,713.325,717.95,1433.361938,116766,2329,167367940,44917,38.47,13.05,2.45,
7-April-2017,716.4,723.25,712.5,719.375,1439.552189,46399,2078,66793782,18000,38.79,21.5,5.95,
10-April-2017,719.5,720.725,715.75,716.8,1436.275488,46728,1533,67114281,16953,36.28,9.95,-5.4,
11-April-2017,720,720.875,715.8,719.525,1435.903104,165982,3176,238334069,104525,62.97,10.15,-0.95,
12-April-2017,719.5,724.875,717.775,721.775,1444.160728,76564,1674,110570722,30716,40.12,14.2,4.55,
13-April-2017,720,724.5,718.75,719.675,1441.712016,34304,1087,49456489,11655,33.98,11.5,-0.65,
17-April-2017,720,722.5,714.225,718.025,1433.008654,115095,3003,164932131,90200,78.37,16.55,-3.95,
18-April-2017,718.525,727.375,718.525,722.875,1447.510197,138662,1877,200714659,98102,70.75,17.7,8.7,
19-April-2017,723.75,727.45,719.275,723.525,1446.204941,91758,1513,132700873,59739,65.1,16.35,-0.45,
20-April-2017,725,732.825,725,730.975,1461.828536,137335,2268,200760222,77632,56.53,15.65,11.95,
21-April-2017,737.4,750,727.55,748.375,1480.031603,515490,10292,762941491,276571,53.65,44.9,21.95,
24-April-2017,750,769,748.55,766.375,1530.379786,530786,18591,812304165,309549,58.32,40.9,32.75,
25-April-2017,767.5,772.5,765.05,768.1,1538.303883,260696,8901,401029669,185117,71.01,14.9,1.2,
26-April-2017,772.25,775.55,764,773.725,1545.371395,222954,5374,344546734,84820,38.04,23.1,2.95,
27-April-2017,771.15,786.15,770,783.625,1557.926164,196978,2816,306877180,97867,49.68,32.3,24.95,
28-April-2017,782.5,782.5,769,771.075,1543.335326,209137,3747,322768520,99265,47.46,27,-22.85,
2-May-17,775.5,775.5,765.55,770.875,1540.828922,154637,2302,238269162,95908,62.02,19.9,-9.25,
3-May-17,775,777.125,767.6,770.7,1542.676214,185598,1952,286317620,145002,78.13,19.05,-8.6,
4-May-17,770.5,771,762.175,766.725,1530.457928,79412,2287,121536725,20876,26.29,17.65,-7.55,
5-May-17,767,771.125,763,766.05,1530.328077,104890,2324,160516112,45263,43.15,16.25,-1.9,
8-May-17,768.925,769.675,764.55,767.525,1532.601954,81762,3043,125308601,38495,47.08,10.25,-2.8,
9-May-17,767.55,772.85,766.825,767.7,1537.851607,45602,1174,70129109,18006,39.49,12.05,0.3,
10-May-17,770.5,777.475,769.425,775.525,1550.027033,212335,1198,329124990,183252,86.3,16.1,10.05,
11-May-17,776.5,780,770.05,773.4,1552.791607,210712,1292,327191825,178610,84.76,19.9,-6.2,
12-May-17,772.475,776.475,768.5,774.25,1542.902039,47121,1126,72703087,12978,27.54,15.95,3.55,
15-May-17,775,779,772,777.6,1551.542777,59588,2035,92453331,19942,33.47,14,5.2,
16-May-17,777.575,781,774.4,779.575,1555.759352,38762,1188,60304344,12395,31.98,13.2,4,
17-May-17,779.5,782.5,776,779.3,1558.206198,39365,2171,61338787,16154,41.04,13,-0.4,
18-May-17,770.5,780.75,770.5,779.225,1556.927189,27688,1029,43108200,8965,32.38,20.5,17.45,
19-May-17,775,784,772.55,779.975,1556.014705,46311,1232,72060597,12660,27.34,22.9,9.95,
22-May-17,783,790,781.4,787.9,1572.373417,54660,1812,85945931,21905,40.08,17.2,9.8,
23-May-17,790,791.45,782,784.325,1572.004996,63446,1718,99737429,23475,37,18.9,-11.35,
24-May-17,787,787.725,781.025,784.7,1568.270182,38711,1120,60709307,9842,25.42,13.4,-4.6,
25-May-17,785.5,812.5,784.125,808.575,1600.422067,112058,2776,179340096,49901,44.53,56.75,46.15,
26-May-17,806.85,815.75,801,812.85,1618.704465,59279,3728,95955182,22402,37.79,29.5,12,
29-May-17,813,824,810,816.025,1635.02283,49146,1533,80354832,16845,34.28,28,6.05,
30-May-17,816,816,808.375,814.425,1625.185097,39120,1206,63577241,15511,39.65,15.25,-3.15,
31-May-17,816,820,812.05,816.675,1630.363753,38889,1276,63403216,10493,26.98,15.9,1.35,
1-Jun-17,815,819,811.5,813.65,1629.951626,52632,1201,85787614,27636,52.51,15,-2.7,
2-Jun-17,817.5,822.5,814.275,817.9,1636.978988,45879,2944,75102959,17000,37.05,16.45,0.8,
5-Jun-17,819.5,819.5,812.775,817.875,1634.158676,31057,1047,50752066,11918,38.37,13.45,-3.25,
6-Jun-17,818,821.45,814.5,819.475,1638.252053,34100,1148,55864395,12137,35.59,13.9,2.95,
7-Jun-17,819.475,822.45,815.5,820.275,1638.228577,32313,1108,52936080,14213,43.99,13.9,1.6,
8-Jun-17,822.5,828.75,821,822.75,1650.261414,57782,1786,95355405,22953,39.72,15.5,0.5,
9-Jun-17,822.375,835,821,833.45,1658.53385,51404,1722,85255274,21243,41.33,28,22.15,
12-Jun-17,831.5,837.525,830.675,834.625,1667.350015,56189,2549,93686730,23513,41.85,13.7,6.25,
13-Jun-17,832,845.95,830.775,839.825,1680.507074,45376,1646,76254689,17227,37.97,30.35,15.65,
14-Jun-17,839.5,839.825,834,835.425,1676.910309,159303,1105,267136843,139256,87.42,11.65,-8.15,
15-Jun-17,835.425,836.975,828,831,1662.012971,128667,1783,213846223,91232,70.91,17.95,-8.85,
16-Jun-17,840,840,829.175,834,1667.448624,119443,1501,199165066,29601,24.78,21.65,-12,
19-Jun-17,835,847.75,834.025,845.675,1684.891555,107852,2106,181718924,86675,80.36,27.45,21.35,
20-Jun-17,846,847,841,843.9,1686.248045,36582,2190,61686326,16227,44.36,12,-4.2,
21-Jun-17,842.5,851.225,840.275,849.825,1695.073895,56513,1459,95793711,24189,42.8,21.9,14.65,
22-Jun-17,849.625,857.8,845.65,848.925,1706.051836,104156,2465,177695535,24579,23.6,24.3,-1.4,
23-Jun-17,849,850.325,837.5,839.275,1684.7277,53441,1926,90033533,18258,34.16,25.65,-19.45,
27-Jun-17,849,849,829.25,833.95,1671.704618,75624,2428,126420990,29701,39.27,39.5,-30.1,
28-Jun-17,833.95,837.475,830,833,1666.953503,36454,1702,60767123,13061,35.83,14.95,-1.9,
29-Jun-17,834.5,840.975,826.9,830.95,1666.241104,148417,2817,247298506,80418,54.18,28.15,-7.1,
30-Jun-17,829.75,830.325,822.025,826.125,1653.394416,49638,1381,82071192,13075,26.34,16.6,-7.25,
3-Jul-17,826.5,833.725,823.975,829.125,1657.767869,33718,1312,55896617,10624,31.51,19.5,5.25,
4-Jul-17,834,834,825,825.85,1655.313823,43225,1567,71550940,14710,34.03,18,-16.3,
5-Jul-17,831.5,831.5,823,825.3,1651.907376,36794,1426,60780280,11946,32.47,17,-12.4,
6-Jul-17,827.5,831.7,826.55,829.35,1658.886985,38172,1213,63323034,14370,37.65,10.3,3.7,
7-Jul-17,829.5,833.975,829.375,832.675,1662.523217,52030,1496,86501083,19060,36.63,9.2,6.35,
10-Jul-17,834,840,832.5,838.3,1672.555989,842435,26448,1409019705,676374,80.29,15,8.6,
11-Jul-17,840,845,834.25,840.275,1680.62986,96639,3659,162414389,30255,31.31,21.5,0.55,
12-Jul-17,845,845,830.875,840.475,1674.339098,89113,3044,149205380,16824,18.88,28.25,-9.05,
13-Jul-17,842.5,845.975,837.5,840.6,1687.089085,42308,1144,71377365,14833,35.06,16.95,-3.8,
14-Jul-17,839.5,842.025,836.475,840.5,1678.413484,37941,1413,63680686,10357,27.3,11.1,2,
17-Jul-17,839.5,844.2,837.925,841.4,1681.825804,34909,1043,58710857,12393,35.5,12.55,3.8,
18-Jul-17,841,844.5,839.375,841.275,1684.075146,27919,858,47017694,10200,36.53,10.25,0.55,
19-Jul-17,841.5,847.75,841.5,846.3,1690.875792,46873,1377,79256421,18979,40.49,12.5,9.6,
20-Jul-17,845,856.975,844.65,854.075,1703.177537,53189,1900,90590310,21878,41.13,24.65,18.15,
21-Jul-17,855,857.5,850.525,851.675,1708.92369,62456,1984,106732538,27737,44.41,13.95,-6.65,
24-Jul-17,856,870.1,848,867.275,1722.13141,261768,9666,450798895,47963,18.32,44.2,22.55,
25-Jul-17,875,878,866.425,869.675,1746.267278,80811,2753,141117605,24647,30.5,23.15,-10.65,
26-Jul-17,870,877.5,866.875,874.875,1742.598846,120829,2266,210556476,23614,19.54,21.25,9.75,
27-Jul-17,875.35,898.925,875.35,893.975,1778.418454,123605,3668,219821413,47808,38.68,47.15,37.25,
28-Jul-17,892.4,892.7,880.875,889.275,1775.632686,87176,2719,154792555,28456,32.64,23.65,-6.25,
31-Jul-17,889,895.825,883.75,891.675,1777.710894,68269,2003,121362545,17439,25.54,24.15,5.35,
1-Aug-17,892,905,887.5,897.7,1788.738396,73833,1793,132067922,29846,40.42,35,11.4,
2-Aug-17,900.65,904.2,892.9,897.325,1794.885145,49619,1871,89060406,13772,27.76,22.6,-6.65,
3-Aug-17,896.975,896.975,887.375,890.025,1784.690406,41829,1703,74651815,15667,37.45,19.2,-13.9,
4-Aug-17,887.5,897.75,883.05,895.625,1784.014442,49231,2734,87828815,20077,40.78,29.4,16.25,
7-Aug-17,896,898,892.05,893.7,1789.513765,35417,1285,63379209,14546,41.07,11.9,-4.6,
8-Aug-17,894,898,883.025,890.075,1777.596787,48488,1242,86192113,17926,36.97,29.95,-7.85,
9-Aug-17,883.05,888.375,880,882.475,1765.28138,197509,1439,348658960,168424,85.27,16.75,-1.15,
10-Aug-17,882.475,882.975,877.375,879.85,1759.626667,45592,1327,80224899,14882,32.64,11.2,-5.25,
11-Aug-17,877,878.6,866.4,875.675,1746.325812,57926,1823,101157669,16835,29.06,24.4,-2.65,
14-Aug-17,877.5,887.2,874.15,878.925,1763.830957,45598,1345,80427164,16186,35.5,26.1,2.85,
16-Aug-17,880,894.5,875.25,890.2,1771.680295,62811,1734,111281011,21113,33.61,38.5,20.4,
17-Aug-17,890.525,890.525,878.5,883.575,1770.390006,35943,1180,63633128,11964,33.29,24.05,-13.9,
18-Aug-17,876,880,872.5,876.85,1752.157386,45868,1433,80367955,17765,38.73,15,1.7,
21-Aug-17,877.5,879.025,870.8,872.15,1749.27308,30427,1137,53225132,12672,41.65,16.45,-10.7,
22-Aug-17,873.5,876.925,868.75,875.2,1746.304293,25551,962,44619821,9246,36.19,16.35,3.4,
23-Aug-17,874,888.975,874,886.525,1767.602641,38625,1445,68273652,16596,42.97,29.95,25.05,
24-Aug-17,886.525,887,880.475,882.775,1765.824108,34669,1240,61219356,8113,23.4,13.05,-7.5,
28-Aug-17,887.5,887.5,879.175,880.775,1764.591267,32887,1249,58032113,12552,38.17,16.65,-13.45,
29-Aug-17,881.125,881.125,869.25,873.65,1744.721835,41479,1300,72369317,18517,44.64,23.75,-14.95,
30-Aug-17,874,889.5,874,884.5,1764.846463,33295,1234,58760563,14243,42.78,31,21,
31-Aug-17,884.5,890.175,878.8,887.5,1769.327284,83973,2666,148575720,,,22.75,6,
1-Sep-17,880.5,888.55,880.5,884.2,1771.406328,35715,992,63265777,13640,38.19,16.1,7.4,
4-Sep-17,883.95,883.95,875.5,876.125,1753.998359,70695,1792,123998914,31739,44.9,16.9,-15.65,
5-Sep-17,880,882.45,876,878.25,1758.050479,42731,1400,75123255,13188,30.86,12.9,-3.5,
6-Sep-17,876,882.525,870,879.9,1754.094088,60932,2112,106880461,26490,43.47,25.05,7.8,
7-Sep-17,881.5,888.875,879.5,885.3,1766.966848,70463,1748,124505785,36465,51.75,18.75,7.6,
8-Sep-17,886.35,895.65,886.025,894,1782.884968,58662,3247,104587598,23737,40.46,19.25,15.3,
11-Sep-17,897.5,915,896.5,911.45,1814.799964,126667,3733,229875267,57053,45.04,37,27.9,
12-Sep-17,920,920,909.55,917.075,1832.640925,65457,2207,119959177,22862,34.93,20.9,-5.85,
13-Sep-17,917.5,924.5,912.5,921.3,1838.177376,83540,2475,153561338,29726,35.58,24,7.6,
14-Sep-17,923.45,925.1,915.525,921.6,1842.43792,53455,1798,98487519,17896,33.48,19.15,-3.7,
15-Sep-17,920,925.5,916.375,924.425,1846.189091,46988,1149,86748733,23428,49.86,18.25,8.85,
18-Sep-17,925,931.95,925,930,1860.960541,62572,1437,116444023,18646,29.8,13.9,10,
19-Sep-17,930.5,934,924,925.775,1860.55991,59481,1412,110667964,21006,35.32,20,-9.45,
20-Sep-17,925.775,930.725,922.55,924.575,1851.145418,32238,1113,59677226,13192,40.92,16.35,-2.4,
21-Sep-17,923.95,923.95,916,919.85,1839.55607,54860,1560,100918046,16078,29.31,15.9,-8.2,
22-Sep-17,919.5,919.5,910.75,912.275,1828.98848,267623,1822,489479384,229504,85.76,17.5,-14.45,
25-Sep-17,912.525,913,896.75,899.475,1804.348247,78206,1985,141110859,33976,43.44,32.5,-26.1,
26-Sep-17,899.85,899.85,892.525,895.675,1790.200848,122371,4026,219068668,78136,63.85,14.65,-8.35,
27-Sep-17,909,909,885.025,887.825,1780.992752,44014,1581,78388615,19666,44.68,47.95,-42.35,
28-Sep-17,887.825,899.075,882.675,897.3,1779.407793,87981,3319,156554077,30653,34.84,32.8,18.95,
29-Sep-17,897.025,910,897,901.525,1811.798887,43135,1234,78151945,16948,39.29,26,9,
3-Oct-17,903,910.175,899.5,904.35,1811.313612,72255,2691,130876465,29188,40.4,21.35,2.7,
4-Oct-17,905,905.1,896.625,898.4,1805.477837,44444,1366,80242657,16332,36.75,16.95,-13.2,
5-Oct-17,900,903.25,897,899.725,1802.041765,76379,2878,137638148,43850,57.41,12.5,-0.55,
6-Oct-17,899,902.95,897.5,899.65,1800.164781,56997,1146,102603992,25492,44.73,10.9,1.3,
9-Oct-17,900,902.25,896.125,897.475,1798.111136,30746,1096,55284725,13479,43.84,12.25,-5.05,
10-Oct-17,897.05,907.375,896.525,901.325,1807.121034,38295,1267,69203700,20559,53.69,21.7,8.55,
11-Oct-17,901.35,907.5,893.35,895.2,1806.346257,64377,1334,116287153,42175,65.51,28.3,-12.3,
12-Oct-17,900,910.075,893.45,907.725,1804.472532,40338,1136,72788813,13560,33.62,33.25,15.45,
13-Oct-17,909.5,928.375,909.5,926.725,1843.890324,77337,2313,142600946,32359,41.84,37.75,34.45,
16-Oct-17,927.775,935.975,920.5,928.575,1855.527992,50228,1312,93199460,12510,24.91,30.95,1.6,
17-Oct-17,926.5,927.5,920.9,925.425,1850.616184,31166,862,57676304,11874,38.1,13.2,-2.15,
18-Oct-17,924.45,937.6,924.45,934.8,1864.891964,50761,1911,94663781,24003,47.29,26.3,20.7,
19-Oct-17,933.35,933.35,920.5,925.175,1856.050267,13130,823,24369940,6604,50.3,25.7,-16.35,
23-Oct-17,925.175,933.325,918.8,931.325,1849.679449,56743,2437,104956361,26020,45.86,29.05,12.3,
24-Oct-17,934.175,938.475,926.45,932.575,1866.594145,132025,4013,246437092,28125,21.3,24.05,-3.2,
25-Oct-17,936.5,936.5,892.075,897.25,1801.660356,251287,7898,452733826,101966,40.58,88.85,-78.5,
26-Oct-17,892,905,842.5,899,1777.632144,580360,5188,1031666591,485521,83.66,125,14,
27-Oct-17,908.5,908.5,890.5,896.55,1793.232378,139101,1628,249440417,13387,9.62,36,-23.9,
30-Oct-17,900,908.075,896.525,906.95,1806.18551,43852,1673,79204847,17871,40.75,23.1,13.9,
31-Oct-17,907.5,907.5,899.5,904.4,1806.051581,58626,1428,105881580,27736,47.31,16,-6.2,
1-Nov-17,905,913.1,905,910.2,1818.934348,42314,1224,76966388,19435,45.93,16.2,10.4,
2-Nov-17,910.25,914.075,909.025,911.1,1821.907496,37274,940,67909780,15744,42.24,10.1,1.7,
3-Nov-17,910.025,919.825,910.025,915.625,1829.391624,70412,1443,128811123,35813,50.86,19.6,11.2,
6-Nov-17,915,919.6,913.075,915.5,1832.64666,49400,1499,90532745,21947,44.43,13.05,1,
7-Nov-17,916,921.85,910,912.025,1831.43684,45717,1303,83727798,15303,33.47,23.7,-7.95,
8-Nov-17,913,916.575,903,913.15,1827.14969,43717,1149,79877503,12841,29.37,27.15,0.3,
9-Nov-17,916,917.5,911,913.2,1825.568097,31477,973,57463407,11000,34.95,13,-5.6,
10-Nov-17,912,916.975,906.5,909.6,1825.950193,2293299,1338,4187449752,9908,0.43,20.95,-4.8,
13-Nov-17,911,911.05,897.9,907.125,1804.82996,102364,2335,184749614,54072,52.82,26.3,-7.75,
14-Nov-17,906,909.35,900,901,1805.484734,30099,680,54343285,15649,51.99,18.7,-10,
15-Nov-17,901.5,901.5,895.65,899.375,1796.04709,29369,1153,52748107,12099,41.2,11.7,-4.25,
16-Nov-17,904,910,897.925,902.75,1806.336895,37623,866,67959813,21518,57.19,24.15,-2.5,
17-Nov-17,907.5,918.375,907.5,913.55,1828.525187,72816,1708,133145890,26054,35.78,21.75,12.1,
20-Nov-17,913.5,920,913.5,918.45,1835.91718,40087,919,73596412,20067,50.06,13,9.9,
21-Nov-17,919,925,918.525,923.025,1845.43029,36752,878,67823254,18504,50.35,12.95,8.05,
22-Nov-17,931,931,923,927,1853.732939,42144,992,78123721,15424,36.6,16,-8,
23-Nov-17,927.5,929.975,921.9,923.35,1850.583626,22499,662,41636281,9088,40.39,16.15,-8.3,
24-Nov-17,923.35,929.95,920.65,925.525,1848.679228,31287,819,57839627,14516,46.4,18.6,4.35,
27-Nov-17,926,930.825,923.05,929.55,1851.100627,34901,932,64605263,14488,41.51,15.55,7.1,
28-Nov-17,927.125,936.875,927.125,931.475,1866.051862,41032,1024,76567840,15625,38.08,19.5,8.7,
29-Nov-17,931.475,937.475,928.525,935.15,1867.461759,29013,940,54180668,11956,41.21,17.9,7.35,
30-Nov-17,935.5,937.5,920.775,926.025,1862.349839,39521,1087,73601928,15568,39.39,33.45,-18.95,
1-Dec-17,927.5,929,920.575,921.8,1848.689591,39071,1261,72230151,11520,29.48,16.85,-11.4,
4-Dec-17,925,925,916.925,918.8,1841.421956,32520,1195,59883042,11045,33.96,16.15,-12.4,
5-Dec-17,913.5,914.2,904.25,911.525,1813.908207,207064,1511,375595089,184232,88.97,19.9,-3.95,
6-Dec-17,910,911.75,898.725,901.175,1811.735005,54084,1572,97985876,21994,40.67,26.05,-17.65,
7-Dec-17,900.625,907.675,900.625,904.525,1809.495193,44728,1068,80935101,14877,33.26,14.1,7.8,
8-Dec-17,905.85,926.075,905.85,919.975,1840.144936,57184,1941,105226848,25199,44.07,40.45,28.25,
11-Dec-17,915.1,927.975,915.1,924.9,1849.619535,120082,1145,222106013,96854,80.66,25.75,19.6,
12-Dec-17,920.5,923,910,912.025,1829.667289,35911,1083,65705182,11428,31.82,26,-16.95,
13-Dec-17,911.5,922.425,907.925,910.9,1831.578902,3641254,1255,6669244005,9943,0.27,29,-1.2,
14-Dec-17,907.5,922,907,918.6,1829.135712,83670,1354,153043785,38496,46.01,30,22.2,
15-Dec-17,925,943.725,925,936.525,1878.854736,116374,4025,218649841,50870,43.71,37.45,23.05,
18-Dec-17,931.5,950.05,905.65,938.975,1875.72995,162285,3877,304402835,50588,31.17,88.8,14.95,
19-Dec-17,942.5,947,937.875,942.575,1884.772393,63157,1503,119036570,19803,31.36,18.25,0.15,
20-Dec-17,950.5,952.5,932.475,934.025,1887.15244,102519,3121,193468981,46466,45.32,40.05,-32.95,
21-Dec-17,935.625,942.2,932.5,934.075,1872.278594,63257,1809,118434727,19297,30.51,19.4,-3.1,
22-Dec-17,937,940.425,931.575,938.675,1870.304106,619520,1959,1158690800,40821,6.59,17.7,3.35,
26-Dec-17,938.675,939,928.5,932.85,1865.380022,62820,1634,117183173,28107,44.74,21,-11.65,
27-Dec-17,939,939,925.55,928.925,1862.164509,43177,931,80402677,23860,55.26,26.9,-20.15,
