Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,
5-Jun-12,250,252.5,249.475,250.9,502.0548153,271311,3900,136212994,167298,61.66,6.05,1.8,
6-Jun-12,253,260.825,252,259.675,515.9488162,126075,3143,65048247,37022,29.37,17.65,13.35,
7-Jun-12,262,269.425,261.5,268.625,530.5639958,142650,3645,75684954,62313,43.68,15.85,13.25,
8-Jun-12,269,271.125,265.35,269.15,537.2608394,115251,3050,61919849,31000,26.9,11.55,0.3,
11-Jun-12,271.125,274,268.5,269.775,543.0841169,77321,1998,41991807,27064,35,11,-2.7,
12-Jun-12,270,275.5,268.975,274.775,546.0121996,152546,2514,83291977,49597,32.51,13.05,9.55,
13-Jun-12,274.775,276.2,270.05,271.35,543.3113027,386614,1485,210051756,345129,89.27,12.3,-6.85,
14-Jun-12,268.75,273.5,266.375,267.2,538.7295989,84689,2094,45624471,20069,23.7,14.25,-3.1,
15-Jun-12,265.075,274.5,265.075,273.925,543.2460584,54166,1407,29425466,19463,35.93,18.85,17.7,
18-Jun-12,274.5,275.275,264.95,266.5,537.948256,93808,2475,50463850,26040,27.76,20.65,-16,
19-Jun-12,267.5,269.95,263,268.55,533.1012305,87444,2434,46616504,29891,34.18,13.9,2.1,
20-Jun-12,269.1,270.1,264.575,267.25,533.6995924,58637,1799,31294543,13053,22.26,11.05,-3.7,
21-Jun-12,266.5,272.5,265.9,271.5,535.805962,285006,2451,152707914,204024,71.59,13.2,10,
22-Jun-12,270,272.55,268,272.075,540.916697,79625,1420,43070492,46855,58.84,9.1,4.15,
25-Jun-12,272.55,274.4,267.5,268.625,544.1603018,110947,1911,60372953,58190,52.45,13.8,-7.85,
26-Jun-12,269.3,273.95,268.25,272.05,540.5215623,328745,1912,177693761,277801,84.5,11.4,5.5,
27-Jun-12,271.75,277,271.75,274.35,550.4617217,84800,1942,46679154,39313,46.36,10.5,5.2,
28-Jun-12,273.475,275.7,271.25,273.5,547.610535,60940,1232,33371386,21692,35.6,8.9,0.05,
29-Jun-12,276.5,282.5,276.5,281.75,559.4789981,184769,3125,103374375,112423,60.85,12,10.5,
2-Jul-12,282.5,287.5,280.125,286.925,568.4546852,248539,3322,141283159,160183,64.45,14.75,8.85,
3-Jul-12,287.375,290.15,286,287.4,576.0098611,98366,2515,56659786,35953,36.55,8.3,0.05,
4-Jul-12,287.5,290.15,287.475,288.8,577.2101024,204229,2008,117883042,132537,64.9,5.35,2.6,
5-Jul-12,289.75,292.25,287.65,291.275,578.7781815,511675,1596,296146326,468175,91.5,9.2,3.05,
6-Jul-12,291.3,294.2,289.925,291.65,585.1489764,139559,2809,81662806,64438,46.17,8.55,0.7,
9-Jul-12,290.5,290.525,284.525,288.825,574.7982587,100500,3209,57767225,39749,39.55,12,-3.35,
10-Jul-12,287.5,295.5,287.5,294.2,587.0948461,149189,2653,87588093,73382,49.19,16,13.4,
11-Jul-12,294,296.775,292.525,293.525,589.1978144,87117,2129,51329146,30210,34.68,8.5,-0.95,
12-Jul-12,294.225,294.65,287.75,289.925,579.8614759,93269,2086,54083100,36538,39.17,13.8,-8.6,
