Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
11-Nov-16,500,508.65,497.675,500.7,1004.087906,240131,6079,241112633,77255,32.17,21.95,1.4
15-Nov-16,500.9,500.9,490.275,493.8,989.5680816,566144,8405,560238032,292189,51.61,21.25,-14.2
16-Nov-16,494.65,498.35,491,492.925,991.4202241,346508,7099,343535039,226634,65.41,14.7,-3.45
17-Nov-16,493.5,499,487.925,490.65,986.9371598,418920,8257,413447715,262975,62.77,22.15,-5.7
18-Nov-16,491.575,496.075,491.45,493.75,988.1446811,288856,6389,285431520,168353,58.28,9.25,4.35
21-Nov-16,494,496.85,491.75,495.45,988.4740663,362810,5930,358628276,223498,61.6,10.2,2.9
22-Nov-16,497.125,503.75,497.025,500.55,1000.709816,133026,6591,133120424,44860,33.72,13.45,6.85
23-Nov-16,502.5,504.25,499.75,503.625,1005.048815,125106,3935,125737637,47431,37.91,9,2.25
24-Nov-16,503.45,503.45,493,495.325,991.9287835,212535,5710,210819584,76600,36.04,20.9,-16.25
25-Nov-16,495.5,498,492.5,496.825,990.1619623,285338,5263,282530834,164766,57.74,11,2.65
28-Nov-16,497.4,500.025,492,493.225,990.9797988,91529,5109,90703390,31329,34.23,16.05,-8.35
29-Nov-16,493.55,501.35,493.55,497.925,991.9829091,289686,4400,287363561,206014,71.12,15.6,8.75
30-Nov-16,498.5,498.8,494,496.375,992.0154524,267661,4785,265523848,185542,69.32,9.6,-4.25
1-Dec-16,498.075,507.3,497.25,498.6,1005.104287,234382,9310,235578353,54585,23.29,20.1,1.05
2-Dec-16,497.5,502.8,496.525,497.65,1000.447414,190233,5476,190318113,82005,43.11,12.55,0.3
5-Dec-16,497,499.375,493.775,497.05,993.6559156,100455,4007,99817705,23283,23.18,11.2,0.1
6-Dec-16,497.5,502.45,497.5,501.675,999.6216325,101856,3728,101817461,30678,30.12,9.9,8.35
7-Dec-16,503.5,503.5,497.825,499.85,1002.285054,76196,2476,76370112,18062,23.7,11.35,-7.3
8-Dec-16,501.55,510.5,501.55,509.775,1016.136355,123560,4625,125553808,45221,36.6,17.9,16.45
9-Dec-16,510.25,514.8,510.15,513.2,1026.134326,117758,4063,120835526,40702,34.56,9.3,5.9
12-Dec-16,513.425,520,511.075,514.05,1033.530121,110937,5237,114656731,32953,29.7,17.85,1.25
13-Dec-16,516,521,514.25,519.95,1037.885168,97743,4028,101446010,37965,38.84,13.5,7.9
14-Dec-16,519.75,532.2,519.7,530,1059.396715,519532,8586,550390494,318680,61.34,25,20.5
15-Dec-16,528.375,533.4,525.5,527.1,1059.207077,202780,6774,214786011,55039,27.14,15.8,-2.55
16-Dec-16,525,531,525,528.775,1057.665518,297923,3674,315102884,197989,66.46,12,7.55
19-Dec-16,529,532.9,527.5,531.075,1064.146429,726659,5072,773271580,498840,68.65,10.8,4.15
20-Dec-16,528.65,531,527,529.55,1058.854217,779055,4082,824905672,661760,84.94,8,1.8
21-Dec-16,529.5,533.175,528.25,530.725,1060.869887,273117,6195,289741601,188109,68.87,9.85,2.45
22-Dec-16,529.95,530.775,525.175,526.975,1058.371555,622987,5426,659351720,517903,83.13,11.2,-5.95
23-Dec-16,525.3,534.225,525.3,529.075,1059.567042,304475,4166,322611675,172678,56.71,17.85,7.55
26-Dec-16,527.8,533,522.5,523.55,1050.924167,369114,4495,387910823,272167,73.74,21,-8.5
27-Dec-16,523.55,533.35,523.55,532.2,1054.960412,560443,7152,591245178,417160,74.43,19.6,17.3
28-Dec-16,534,534.95,524.2,526.1,1062.748462,546777,4664,581086416,453772,82.99,21.5,-15.8
29-Dec-16,525.825,534.3,524.75,532.475,1058.232604,98962,3809,104724815,26451,26.73,19.1,13.3
30-Dec-16,533.4,542.35,532,540.05,1079.653094,653398,8434,705443172,405098,62,20.7,13.3
2-Jan-17,540.675,544.725,536.575,541.55,1085.766293,182947,4717,198637686,77305,42.26,16.3,1.75
3-Jan-17,542.075,548.5,540.625,545.325,1091.875078,199293,5331,217603060,80355,40.32,15.75,6.5
4-Jan-17,546.075,546.225,532.675,534.475,1074.889294,142748,5226,153438297,36616,25.65,27.1,-23.2
5-Jan-17,536.5,539.75,534.5,538.7,1077.591149,159733,3363,172126867,92638,58,10.5,4.4
6-Jan-17,537.65,542.5,536.275,536.35,1074.794026,436493,4700,469140069,64092,14.68,12.45,-2.6
9-Jan-17,539.5,542.85,535.55,538.55,1078.959295,236337,4114,254998003,152444,64.5,14.6,-1.9
10-Jan-17,539.5,546,539.125,543.55,1088.389747,206226,7565,224454264,102162,49.54,13.75,8.1
11-Jan-17,547.175,547.5,541,542.05,1086.697473,88630,3229,96313997,28114,31.72,13,-10.25
12-Jan-17,544.225,545,539.575,541.575,1083.946841,120619,4616,130744584,46612,38.64,10.85,-5.3
13-Jan-17,542.85,548.3,542.6,545.075,1091.172564,178450,5260,194719744,70877,39.72,11.4,4.45
16-Jan-17,545.7,546.925,537,538.5,1079.873408,131122,5464,141595161,50406,38.44,19.85,-14.4
17-Jan-17,534.1,537.35,519,520.65,1049.048913,705492,16000,740095616,277854,39.38,36.7,-26.9
18-Jan-17,521.5,524.075,514.5,516.225,1036.170167,330933,11937,342902902,138892,41.97,19.15,-10.55
19-Jan-17,516.675,522.325,515.5,516.875,1037.738909,237906,6313,246884313,79821,33.55,13.65,0.4
20-Jan-17,516.5,518.85,512.2,512.85,1029.469067,579325,4736,596397167,446110,77.01,13.3,-7.3
23-Jan-17,512,515.5,507.025,507.975,1020.29094,198546,6113,202574685,56177,28.29,16.95,-8.05
24-Jan-17,510,515,509.3,513.775,1024.255342,115731,4701,118538095,35604,30.76,11.4,7.55
25-Jan-17,517.5,517.5,508.05,508.35,1018.821654,587082,10017,598131854,466620,79.48,18.9,-18.3
27-Jan-17,509.85,514.475,509.5,512.575,1024.807445,279811,6621,286752396,133367,47.66,9.95,5.45
30-Jan-17,512.575,522.9,512.45,522.075,1035.179456,330309,11816,341929091,150671,45.62,20.9,19
31-Jan-17,523.5,526.95,520.375,521.7,1046.251421,163944,6732,171526643,70010,42.7,13.15,-3.6
1-Feb-17,522.6,525.425,517.35,524.6,1043.287399,253689,7810,264670537,70715,27.87,16.15,4
2-Feb-17,523.525,525,519.275,522.375,1044.302317,812495,3748,848490411,245141,30.17,11.45,-2.3
3-Feb-17,522.375,525.05,515.525,516.85,1038.765254,118332,4317,122919170,40076,33.87,19.05,-11.05
6-Feb-17,518.025,521.95,516.25,520.05,1037.905306,501838,4223,520860323,426822,85.05,11.4,4.05
7-Feb-17,520.15,520.375,513.8,515.35,1032.207856,111221,3322,114803190,44567,40.07,13.15,-9.6
8-Feb-17,515.575,519.225,511.5,512.825,1028.012978,192093,4366,197474097,83451,43.44,15.45,-5.5
9-Feb-17,513,517.225,513,516.35,1030.987383,141795,3424,146188856,65092,45.91,8.45,6.7
10-Feb-17,517.5,517.95,512.975,515.15,1030.980842,136547,5037,140777341,59006,43.21,9.95,-4.7
13-Feb-17,517,517.5,511,514.175,1026.346864,189181,3841,194165326,106544,56.32,13,-5.65
14-Feb-17,516.675,526.25,515.6,524.125,1046.415032,273085,11919,285760249,113054,41.4,21.3,14.9
15-Feb-17,526.5,528.75,523.025,525.45,1052.697024,227916,5577,239926495,93038,40.82,11.45,-2.1
16-Feb-17,526,533.5,526,532.475,1061.613062,196538,6317,208647308,83705,42.59,15,12.95
17-Feb-17,533,538.95,529.5,537.675,1071.050362,315041,7754,337424777,138359,43.92,18.9,9.35
20-Feb-17,535,538.5,533.125,536.85,1074.099799,229511,4571,246517719,109826,47.85,10.75,3.7
21-Feb-17,536.15,545.275,536.15,544.125,1083.763326,280191,8484,303660730,85602,30.55,18.25,15.95
22-Feb-17,546.025,606,546.025,603.825,1177.979626,3331421,86148,3924346062,1181467,35.46,119.95,115.6
23-Feb-17,606.95,611.15,589.6,591.3,1196.635867,1089289,29427,1303482287,262061,24.06,43.1,-31.3
27-Feb-17,593.5,628.25,593.5,619.3,1241.07078,1340897,33448,1664148086,457703,34.13,69.5,51.6
28-Feb-17,618.9,623.925,614.275,619.125,1241.680659,1730900,19085,2149225052,1134096,65.52,19.3,0.45
1-Mar-17,621,622.45,615.125,617.075,1238.009142,822803,8805,1018637636,535858,65.13,14.65,-7.85
2-Mar-17,618,627,612.825,616.625,1241.070848,410896,14803,509951047,134217,32.66,28.35,-2.75
3-Mar-17,618.5,643.9,618.5,629.225,1268.360149,1194011,26509,1514435970,373635,31.29,50.8,21.45
6-Mar-17,634,654.95,632.725,652.45,1299.028568,1196154,34540,1553838218,373845,31.25,44.45,36.9
7-Mar-17,658.075,663.375,648.3,652.4,1306.74257,1137634,19101,1486594777,607678,53.42,30.15,-11.35
8-Mar-17,653.525,655,643,645.95,1293.474066,793869,8816,1026848963,259467,32.68,24,-15.15
9-Mar-17,644.9,649,640.85,643.675,1284.041776,397311380,12637,5.10164E+11,396856492,99.89,16.3,-2.45
10-Mar-17,646.975,648.25,630.75,640.7,1282.529887,360490,8497,462339199,120414,33.4,35,-12.55
14-Mar-17,657.975,659.55,642.625,644.7,1298.93583,596869,12512,775294530,292030,48.93,33.85,-26.55
15-Mar-17,644.7,658,641.625,652.2,1283.964029,389306469,12817,4.99856E+11,388938310,99.91,32.75,15
16-Mar-17,655.5,655.5,647.3,648.675,1300.478291,306215,7513,398225960,132354,43.22,16.4,-13.65
17-Mar-17,652.5,659.925,649.275,650.325,1303.658658,281621,7185,367137655,111546,39.61,21.3,-4.35
20-Mar-17,650.5,652.5,638.575,640.175,1294.668024,392188764,7284,5.07754E+11,392028000,99.96,27.85,-20.65
21-Mar-17,642.8,642.8,629.85,631.9,1270.336729,245384,6363,311720308,95475,38.91,25.9,-21.8
22-Mar-17,627.35,633,623.775,629.75,1256.238293,265278,8090,333252382,69713,26.28,18.45,4.8
23-Mar-17,633.45,638.875,629.125,637.05,1269.841419,295325,6880,375015917,141607,47.95,19.5,7.2
24-Mar-17,637.05,645.825,634.2,643.1,1282.673146,676818,18050,868136273,416735,61.57,23.25,12.1
27-Mar-17,633.775,639.25,623.55,625.375,1257.758211,888667,11812,1117728216,589152,66.3,31.4,-16.8
28-Mar-17,627.525,631.675,618.5,622.825,1248.700204,436677,8517,545278659,179728,41.16,26.35,-9.4
29-Mar-17,625.025,630,617.05,627.35,1245.714804,466255,9053,580820756,153478,32.92,25.9,4.65
30-Mar-17,627.5,636.4,627.025,634.675,1265.490155,438308,7762,554674459,197630,45.09,18.75,14.35
31-Mar-17,635,668,634.475,659.6,1306.174908,1673684,30483,2186124045,584998,34.95,67.05,49.2
3-April-2017,666,690,666,685.6,1365.654534,999005,25037,1364295708,410822,41.12,48,39.2
5-April-2017,694,708.975,690.4,707.45,1401.903717,902558,21170,1265299415,290964,32.24,37.15,26.9
6-April-2017,704.85,724.25,701.35,719.175,1429.715738,1043156,20749,1491416550,255690,24.51,45.8,28.65
7-April-2017,712.05,716.875,701.325,702.775,1419.227065,672901,13510,954999311,275957,41.01,31.1,-18.55
10-April-2017,708,712.35,689,690.525,1395.771143,386967,9783,540117372,145746,37.66,46.7,-34.95
11-April-2017,693,700.15,685.5,687.05,1385.484629,364279,10098,504702955,85597,23.5,29.3,-11.9
12-April-2017,694.4,694.4,675.525,677.075,1363.660461,578519,10966,788903486,178050,30.78,37.75,-34.65
13-April-2017,676,686.5,674,682.175,1365.041299,331002,9011,451831400,107697,32.54,25,12.35
17-April-2017,683.85,697.125,682.5,695.5,1379.502443,321378,8358,443341736,113007,35.16,29.25,23.3
18-April-2017,697.75,705,684.175,685.225,1393.51384,358972,8648,500232450,100493,27.99,41.65,-25.05
19-April-2017,685.5,691.35,679.125,684.925,1369.987993,208790,6130,286039793,69643,33.36,24.45,-1.15
20-April-2017,688.25,693.45,682.75,684.7,1370.956889,288790,5348,395918640,160088,55.43,21.4,-7.1
21-April-2017,687.6,710,686.525,699.875,1404.983147,720639,19098,1012485650,202493,28.1,46.95,24.55
24-April-2017,705,716.875,700.05,708.2,1417.986197,533960,14474,757147910,95816,17.94,33.65,6.4
25-April-2017,729.85,732.5,713.825,716.25,1442.879336,627397,16687,905258167,167022,26.62,37.35,-27.2
26-April-2017,717.55,720,701.575,708.175,1422.112305,313494,9494,445823675,113313,36.15,36.85,-18.75
27-April-2017,710,712.35,701.375,704.025,1407.564016,269517,5885,379362431,114964,42.66,21.95,-11.95
28-April-2017,704.525,710.4,695.25,697.4,1403.238048,382297,5952,536453696,77456,20.26,30.3,-14.25
2-May-17,700.05,701,683.375,685.45,1376.139387,286125,7663,393747882,121597,42.5,35.25,-29.2
3-May-17,687.625,690.25,682.5,685.125,1370.942688,235239,4589,322499187,45943,19.53,15.5,-5
4-May-17,686.55,689.75,677.325,679.375,1364.25201,202734,6072,276580267,64647,31.89,24.85,-14.35
5-May-17,680.5,683.825,662.525,664.3,1343.476264,326756,9002,438988930,141416,43.28,42.6,-32.4
8-May-17,664.3,669.8,660,660.975,1329.388276,580916,5138,772262920,442947,76.25,19.6,-6.65
9-May-17,661.5,666.5,660.5,665.3,1328.659498,183764,4441,244159784,72831,39.63,12,7.6
10-May-17,666.5,681.5,665.725,679.75,1352.988801,452629,8244,612401968,167364,36.98,31.55,26.5
11-May-17,680.8,687.475,676.125,678.35,1360.013006,384194,4713,522508837,240652,62.64,22.7,-4.9
12-May-17,681.95,681.95,672.1,675.425,1353.369797,389836,4123,527592268,297979,76.44,19.7,-13.05
15-May-17,677.25,678.025,667.25,671.825,1344.340963,144526,4968,194292222,52931,36.62,21.55,-10.85
16-May-17,672.5,688.5,670.9,678.2,1359.88939,360825,7104,490682089,181866,50.4,35.2,11.4
17-May-17,678,682.425,674.025,676.2,1354.102976,124009,3540,167920956,38205,30.81,16.8,-3.6
18-May-17,673.4,676,661.65,663.525,1335.856129,115770,3357,154652064,43231,37.34,28.7,-19.75
19-May-17,669.5,669.5,655.55,659.25,1322.558162,155962,4820,206268816,44775,28.71,27.9,-20.5
22-May-17,661.275,666.675,657.525,661.875,1322.830566,221714,4582,293290056,131370,59.25,18.3,1.2
23-May-17,662,665.125,650.75,652.2,1312.360839,242172,5459,317817049,107905,44.56,28.75,-19.6
24-May-17,652.825,656.75,647.5,648.5,1303.17046,148240,4124,193181989,34313,23.15,18.5,-8.65
25-May-17,650,655.875,648.9,651.45,1303.953157,108319,3824,141242902,34540,31.89,13.95,2.9
26-May-17,651,672.025,650.5,667.9,1326.745147,320020,9974,424584982,94334,29.48,43.05,33.8
29-May-17,668.65,682.95,668,678.275,1352.178448,452793,7297,612256936,273576,60.42,29.9,19.25
30-May-17,678.275,682.15,674.5,679.425,1357.306475,131032,4000,177850582,44338,33.84,15.3,2.3
31-May-17,684,684,668,670.3,1354.208422,468501,3280,634448000,43368,9.26,32,-27.4
1-Jun-17,669,669.975,661.525,664.25,1329.418269,141483,4392,188090085,61769,43.66,16.9,-9.5
2-Jun-17,665.025,669.4,658.3,662.375,1325.887196,167733,5133,222395037,70969,42.31,22.2,-5.3
5-Jun-17,662.5,670.25,657.875,664.45,1324.159957,263014,3488,348272607,188336,71.61,24.75,3.9
6-Jun-17,669.45,669.45,655.45,656.7,1320.317325,120747,3988,159424356,43560,36.08,28,-25.5
7-Jun-17,656.4,671.6,654.3,669.6,1328.533062,161546,4683,214619202,53582,33.17,34.6,26.4
8-Jun-17,670,672.5,664.05,664.95,1332.542475,96115,3131,128077320,27339,28.44,16.9,-10.1
9-Jun-17,672,676,665,667.75,1340.461047,188033,4881,252050912,52408,27.87,22,-8.5
12-Jun-17,664.75,664.975,658.75,659.675,1321.401271,79440,3116,104972117,30168,37.98,12.45,-10.15
13-Jun-17,658,663.5,654.5,656.3,1318.761825,122599,3979,161678881,43619,35.58,18,-3.4
14-Jun-17,659,678.75,657.875,677.95,1346.743329,3489002,12379,4698790167,2977794,85.35,41.75,37.9
15-Jun-17,681,697.125,680,692.25,1381.671735,1008637,11358,1393605234,666298,66.06,34.25,22.5
16-Jun-17,694.4,697.5,685.05,693.925,1382.310211,962742,8969,1330808097,698061,72.51,24.9,-0.95
19-Jun-17,695.95,707.5,695.5,704.575,1410.3111,446711,10720,630001482,274186,61.38,24,17.25
20-Jun-17,707.5,711.3,704.025,706.125,1414.780467,580523,6953,821312601,476465,82.08,14.55,-2.75
21-Jun-17,705,713.5,702.8,709.05,1418.013088,1373738,6014,1947978464,1215382,88.47,21.4,8.1
22-Jun-17,715,722,714.325,716.575,1437.650688,289088,6314,415607562,171814,59.43,15.35,3.15
23-Jun-17,719.5,720.85,715.45,717.5,1437.618098,403436,7378,579986895,268218,66.48,10.8,-4
27-Jun-17,716,720.025,712.5,717.95,1433.515854,412000,4632,590608532,278594,67.62,15.05,3.9
28-Jun-17,719.15,720,698.075,699.25,1408.789588,206243,5693,290552991,67009,32.49,43.85,-39.8
29-Jun-17,706,709,695.15,696.45,1397.850003,137203,4952,191789214,38686,28.2,27.7,-19.1
30-Jun-17,696.45,697.1,687.55,690.125,1381.645371,105279,3545,145458243,28657,27.22,19.1,-12.65
3-Jul-17,694,697,686.05,692.05,1384.774533,195035,5238,270079501,65061,33.36,21.9,-3.9
4-Jul-17,693.75,712.75,693.75,711.35,1408.752288,740773,8837,1043565659,155441,20.98,38,35.2
5-Jul-17,713.6,722.95,713.5,719.9,1439.914204,235558,5936,339183310,61401,26.07,18.9,12.6
6-Jul-17,722.65,724.975,718.675,720.7,1444.045857,161198,6728,232777304,56299,34.93,12.6,-3.9
7-Jul-17,719,748.5,719,745.4,1468.113958,677607,14622,994804295,294637,43.48,59,52.8
10-Jul-17,746,754,743.5,746.225,1497.048222,1255041,27963,1878856897,694520,55.34,21,0.45
11-Jul-17,750,752,743.525,747.6,1495.982584,263784,5049,394616270,107781,40.86,16.95,-4.8
12-Jul-17,749.4,762.25,748,755.25,1512.914273,285428,8949,431828095,82390,28.87,28.5,11.7
13-Jul-17,755,761.8,753.35,759.425,1516.746565,287454,7067,435994867,105299,36.63,16.9,8.85
14-Jul-17,761,767,757.625,765.525,1526.8346,253773,7416,387469397,85833,33.82,18.75,9.05
17-Jul-17,767.15,779.4,767.15,775.675,1549.991994,247452,8111,383548619,87024,35.17,24.5,17.05
18-Jul-17,774.2,775.75,756,759.95,1526.355973,253446,7240,386848816,89976,35.5,39.5,-28.5
19-Jul-17,759.85,770.4,757.5,766.75,1528.224204,140176,4640,214220356,37947,27.07,25.8,13.8
20-Jul-17,770,774.925,760.525,764.35,1535.701708,227482,5937,349344496,64552,28.38,28.8,-11.3
21-Jul-17,777,796.1,772.2,793.1,1573.737296,1975685,54115,3109209169,289301,14.64,47.8,32.2
24-Jul-17,802,812.4,793.1,808.05,1613.396474,793324,21312,1279946144,214100,26.99,38.6,12.1
25-Jul-17,813.35,814.5,800,801.675,1611.358971,281744,8756,453990722,78316,27.8,29,-23.35
26-Jul-17,805,814.975,801,810.95,1621.158426,744107,12009,1206315333,374277,50.3,27.95,11.9
27-Jul-17,814.975,815.55,795.5,799.175,1614.65722,250169,7961,403937182,77407,30.94,40.1,-31.6
28-Jul-17,798.5,802.5,789.5,797.125,1591.922902,228358,8293,363528330,62738,27.47,26,-2.75
31-Jul-17,800.025,809,798,806.925,1609.867411,192588,6395,310041145,57492,29.85,22,13.8
1-Aug-17,811.925,812.5,795.8,801.775,1605.076383,142243,6365,228310880,50441,35.46,33.4,-20.3
2-Aug-17,804.3,818,802.5,814.55,1625.680718,334548,8329,543868233,114296,34.16,31,20.5
3-Aug-17,814.95,832.5,808.45,825.775,1648.020785,381187,11494,628204099,94839,24.88,48.1,21.65
4-Aug-17,830.275,831.6,807.775,811.25,1626.499937,284552,12820,462823810,104517,36.73,47.65,-38.05
7-Aug-17,814.8,816,806.4,808.3,1621.435716,202763,7256,328767170,57799,28.51,19.2,-13
8-Aug-17,810,810.5,794.125,801.7,1604.643725,207090,6116,332305669,60428,29.18,32.75,-16.6
9-Aug-17,800,809.95,792.875,799.425,1605.260772,193556,6416,310707854,43700,22.58,34.15,-1.15
10-Aug-17,798.975,803.425,788.65,792.025,1591.165154,339199,6331,539721629,193193,56.96,29.55,-13.9
11-Aug-17,777.45,789,767.75,773.275,1556.808395,251961,9085,392255000,80886,32.1,42.5,-8.35
14-Aug-17,778.25,792.5,778.25,786.575,1572.439353,291672,10239,458636531,129209,44.3,28.5,16.65
16-Aug-17,785.5,789,775.275,783.475,1561.450133,239849,10298,374512253,68450,28.54,27.45,-4.05
17-Aug-17,785.85,798.425,780.05,783.025,1580.65346,313387,7954,495356246,121316,38.71,36.75,-5.65
18-Aug-17,783,789.75,776.825,787.7,1568.463691,142815,5197,224000142,35537,24.88,25.85,9.4
21-Aug-17,788.525,792.55,781.5,782.9,1573.924633,436281,13239,686673413,225917,51.78,22.1,-11.25
22-Aug-17,787,789.75,779,781.675,1571.21915,159019,4482,249853698,49601,31.19,21.5,-10.65
23-Aug-17,783.5,792.5,777,790.65,1567.352532,191458,5895,300082181,48727,25.45,31,14.3
24-Aug-17,795.85,796.1,782.3,783.7,1575.516926,168554,5170,265559680,57522,34.13,27.6,-24.3
28-Aug-17,789.5,791.125,780.85,782.9,1568.057315,133246,4929,208937365,64275,48.24,20.55,-13.2
29-Aug-17,780,783.4,765,765.875,1542.742949,203547,9964,314020699,88991,43.72,36.8,-28.25
30-Aug-17,772.5,784.3,771.8,782.075,1556.5817,188965,5859,294139461,43257,22.89,25,19.15
31-Aug-17,785.15,798.75,785.15,796.75,1585.70094,314208,9754,498239921,,,27.2,23.2
1-Sep-17,800.9,807.975,799.1,804.675,1608.625736,202910,5453,326406248,82040,40.43,17.75,7.55
4-Sep-17,807.5,817.875,798.1,805.675,1613.510985,1027025,7786,1657116119,775601,75.52,39.55,-3.65
5-Sep-17,809.5,817.45,809.5,816.5,1629.58286,1047047,6221,1706249845,893361,85.32,15.9,14
6-Sep-17,815.7,826.2,812.5,822.3,1644.009781,949193,13264,1560482576,590763,62.24,27.4,13.2
7-Sep-17,824,832.7,816.5,818.9,822.9544913,639020,11667,525884379,249088,38.98,16.2,-5.1
8-Sep-17,820.1,823.6,812.8,817.15,817.433113,293009,5698,239515259,117286,40.03,10.8,-2.95
11-Sep-17,820.4,827,816.05,818.1,823.7050423,982073,3754,808938482,842610,85.8,10.95,-2.3
12-Sep-17,822.1,824.6,817.45,823.3,821.4345681,140436,3724,115358985,58273,41.49,7.15,1.2
13-Sep-17,824,859.25,822.5,849.1,847.6676509,751535,16761,637051908,241224,32.1,36.75,25.1
14-Sep-17,857,861.4,842,844.2,849.1343116,466073,7924,395758576,152876,32.8,19.4,-12.8
15-Sep-17,842.1,852.15,835.4,843.4,842.2777821,414656,6578,349255536,96486,23.27,16.75,1.3
18-Sep-17,847,851.3,843.1,845.4,847.0527626,272693,4115,230985359,63036,23.12,8.2,-1.6
19-Sep-17,849,849,837.55,840,840.5142155,199852,3467,167978447,49763,24.9,11.45,-9
20-Sep-17,856.25,872.1,845,847.1,854.9729188,745756,12796,637601184,198535,26.62,27.1,-9.15
21-Sep-17,848,851.4,837,841.3,841.948846,415569,5741,349887840,126425,30.42,14.4,-6.7
22-Sep-17,840.7,840.7,814,817.5,825.1978007,447324,9621,369130781,157322,35.17,26.7,-23.2
25-Sep-17,817.9,827.7,805.3,820.45,819.0158179,713622,9159,584467706,306877,43,22.4,2.55
26-Sep-17,820.5,827,812.5,819.2,818.2639527,459787,11139,376227128,84452,18.37,14.5,-1.3
27-Sep-17,827.5,827.5,795.5,798.6,806.1426765,590896,13091,476346483,195786,33.13,32,-28.9
28-Sep-17,800,802.5,781.15,786.75,793.1419531,915584,12488,726188082,486315,53.12,21.35,-13.25
29-Sep-17,791,793.5,780,782.15,785.3052339,643300,8766,505186857,110069,17.11,13.5,-8.85
3-Oct-17,792.35,803.7,786.25,798.35,798.3802257,606837,9055,484486661,356774,58.79,17.45,6
4-Oct-17,798.35,824.95,795.5,819.2,811.6811734,410935,7632,333548203,179923,43.78,29.45,20.85
5-Oct-17,825,828.25,818.75,824.2,822.8070609,354967,5529,292069354,159987,45.07,9.5,-0.8
6-Oct-17,824.9,838.9,822.65,836.85,832.5778099,279656,5227,232835380,130191,46.55,16.25,11.95
9-Oct-17,836.85,838,828.25,830.75,832.4467606,252670,4972,210334323,111679,44.2,9.75,-6.1
10-Oct-17,831,846.9,830.75,843.4,842.435583,316112,5386,266303997,137554,43.51,16.15,12.4
11-Oct-17,845,857.9,836.3,840.4,850.0971188,426076,9701,362205980,164028,38.5,21.6,-4.6
12-Oct-17,841,876.2,841,872.5,861.3056144,632480,11893,544758575,300820,47.56,35.2,31.5
13-Oct-17,880,891,874.25,876.7,880.8222368,625450,13222,550910268,227173,36.32,16.75,-3.3
16-Oct-17,879.9,891.7,861.75,875.2,876.6475795,630948,13598,553119037,138500,21.95,29.95,-4.7
17-Oct-17,878.9,883.95,867.3,874.25,874.7779731,332838,6014,291159351,94862,28.5,16.65,-4.65
18-Oct-17,875.55,917,875.15,913.75,903.2513452,1010077,19092,912353409,291183,28.83,41.85,38.2
19-Oct-17,916.7,921.75,903.25,910.35,914.7286144,278563,7057,254809547,88524,31.78,18.5,-6.35
23-Oct-17,911.15,943.45,909.9,938.1,929.8291804,540383,12067,502463882,135806,25.13,33.55,26.95
24-Oct-17,947.1,947.1,928.3,934.75,936.7926276,320250,6760,300007839,82190,25.66,18.8,-12.35
25-Oct-17,940,945.75,930,939.95,938.5983724,448754,5375,421199774,289263,64.46,15.75,-0.05
26-Oct-17,938.35,958.2,931.5,947.25,942.218476,694575,7474,654441398,385077,55.44,26.7,8.9
27-Oct-17,950.1,956.5,926.4,929.45,946.4473129,4100930,13200,3881314179,3786621,92.34,30.1,-20.65
30-Oct-17,931,945,931,940.15,937.9539593,435289,5971,408281041,81151,18.64,14,9.15
31-Oct-17,943,945,932.1,940.8,936.6190478,476464,4586,446265258,215765,45.28,12.9,-2.2
1-Nov-17,946,957.4,945.9,952.3,951.9311041,455586,9980,433686484,175251,38.47,11.5,6.3
2-Nov-17,954,956.9,944.2,947.1,947.6387192,513714,4948,486815277,237412,46.21,12.7,-6.9
3-Nov-17,953.3,953.3,940.5,945.6,944.2378278,725344,4272,684897243,410288,56.56,12.8,-7.7
6-Nov-17,944,945,929,934.45,935.3622502,405565,6925,379350191,178614,44.04,16,-9.55
7-Nov-17,934.45,935,903.15,906.65,911.7480624,426181,13790,388569701,179823,42.19,31.85,-27.8
8-Nov-17,907,908.9,885.1,888.25,893.3735228,368861,12781,329530651,135723,36.8,23.8,-18.75
9-Nov-17,895.1,909.1,892,901.55,902.2127916,320008,6998,288715311,86482,27.02,17.1,6.45
10-Nov-17,900,901,880.35,883.5,887.2009341,302328,8216,268225684,122004,40.35,20.65,-16.5
13-Nov-17,883.5,891.35,873,875.15,879.6941221,282688,10021,248678972,108796,38.49,18.35,-8.35
14-Nov-17,875,894.5,873,886.2,885.1091394,289538,7252,256272730,65917,22.77,21.5,11.2
15-Nov-17,886,889.85,878,882.4,884.9813902,1129619,6236,999691793,905479,80.16,11.85,-3.6
16-Nov-17,882.5,905,882.5,902.45,900.541669,642828,7336,578893400,379156,58.98,22.5,19.95
17-Nov-17,917.6,924.75,907.1,909.7,913.9673449,443239,6110,405105972,158380,35.73,17.65,-7.9
20-Nov-17,910,924,905.25,918.85,913.7204415,429005,5373,391990638,179564,41.86,18.75,8.85
21-Nov-17,925,939.7,924,932.4,933.9375914,477835,9751,446268069,226681,47.44,15.7,7.4
22-Nov-17,937.05,938.7,924.55,930.25,930.1009161,417327,5109,388156225,203619,48.79,14.15,-6.8
23-Nov-17,925.65,948,925.65,945.15,939.4017946,553671,5919,520119531,313359,56.6,22.35,19.5
