Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,
30-April-2019,568.55,570.6,558.8,564.25,563.6206154,42706,1184,24069982,11022,25.81,11.8,-4.3,
2-May-19,561.1,568.7,557,564.85,563.9998971,77725,922,43836892,33303,42.85,11.7,3.75,
3-May-19,564.95,572.45,561.65,564.4,567.9250505,80641,1261,45798044,16127,20,10.8,-0.55,
6-May-19,563,564.9,557.05,563.6,561.0124093,46739,975,26221159,17463,37.36,7.85,0.6,
7-May-19,563.5,565.1,556,558.9,560.5594996,26538,464,14876128,6105,23,9.1,-4.6,
8-May-19,556.3,561,548.95,557.95,555.2978169,52173,904,28971553,8178,15.67,12.05,1.65,
9-May-19,558.05,560.2,549.1,557.3,553.1073725,164707,880,91100656,140334,85.2,11.1,-0.75,
10-May-19,558.5,562.55,551.1,554.3,556.6159238,160351,1147,89253920,106912,66.67,11.45,-4.2,
13-May-19,555,556.6,530.3,544.3,544.298804,89132,1475,48514441,12262,13.76,26.3,-10.7,
14-May-19,546.8,560.4,541.95,556.15,551.9530312,98427,1289,54327081,10944,11.12,18.45,9.35,
15-May-19,556.15,561.45,551.6,555.4,557.1394945,93251,1863,51953815,31291,33.56,9.85,-0.75,
16-May-19,554.8,555.45,541.8,550.55,548.8296162,55240,1059,30317348,4649,8.42,13.65,-4.25,
17-May-19,549.15,551.9,540.75,543.95,544.8266191,44607,744,24303081,5531,12.4,11.15,-5.2,
20-May-19,552,567.45,550.25,565.6,560.7216579,119504,1788,67008481,32433,27.14,17.2,13.6,
21-May-19,565,580.3,553.45,558.75,567.5140999,269222,4341,152787281,35534,13.2,26.85,-6.25,
22-May-19,560.5,573.9,551.5,554.05,560.9111218,465412,6952,261054767,86198,18.52,22.4,-6.45,
23-May-19,564,568.05,544,563.45,559.8155498,208826,3455,116904042,22333,10.69,24.05,-0.55,
24-May-19,566,572.25,559.95,570.35,568.0308096,86434,1660,49097175,15694,18.16,12.3,4.35,
27-May-19,571,585.5,567.95,578.35,580.0634731,125565,2050,72835670,30556,24.33,17.55,7.35,
28-May-19,582,583.85,571.8,577.8,577.5620876,51524,862,29758309,6372,12.37,12.05,-4.2,
29-May-19,575,582.2,560.45,563.1,564.933911,612099,1088,345795482,548928,89.68,21.75,-11.9,
30-May-19,562.9,564.65,555.2,563.3,560.4830191,59184,883,33171627,10069,17.01,9.45,0.4,
31-May-19,562.8,568.7,551.25,559.1,559.2702151,84677,1274,47357324,14222,16.8,17.45,-3.7,
3-Jun-19,555.1,569.9,552.85,568.3,563.3165688,38832,771,21874709,10482,26.99,17.05,13.2,
4-Jun-19,568,574.3,562,563.25,567.5643471,38168,776,21662796,6269,16.42,12.3,-4.75,
6-Jun-19,564.55,568.2,558.5,560.9,563.7103769,54785,1064,30882873,9242,16.87,9.7,-3.65,
7-Jun-19,562,562,543.15,549.6,549.4507447,118901,1914,65330243,10458,8.8,18.85,-12.4,
10-Jun-19,565,565,550,553.7,556.3785768,85132,1140,47365621,8656,10.17,15,-11.3,
11-Jun-19,555,566.2,551,560.1,559.4582583,61114,1334,34190732,13440,21.99,15.2,5.1,
12-Jun-19,560.7,566,556.2,561.05,561.5902419,53412,844,29995658,7341,13.74,9.8,0.35,
13-Jun-19,561.05,566,559.7,562.8,563.4374095,64203,1229,36174372,21529,33.53,6.3,1.75,
14-Jun-19,562.8,563.9,555.25,555.9,558.6111111,25938,460,14489255,4002,15.43,8.65,-6.9,
17-Jun-19,558.7,558.7,543.4,544.8,549.5731035,52966,1039,29108689,17621,33.27,15.3,-13.9,
18-Jun-19,542.55,555.45,542.55,547.4,550.8856508,79712,1450,43912197,42393,53.18,12.9,4.85,
19-Jun-19,549.95,552,532.3,533.5,541.2217552,39494,706,21375012,4240,10.74,19.7,-16.45,
20-Jun-19,534,552.5,529,551.35,542.1277314,89516,1480,48529106,14714,16.44,23.5,17.35,
21-Jun-19,552.9,553.5,545.65,551.75,549.959001,28830,483,15855318,5884,20.41,7.85,-1.15,
24-Jun-19,554.8,554.8,545.85,549.75,549.1935186,17311,308,9507089,5108,29.51,8.95,-5.05,
25-Jun-19,548,554.6,547.05,550.45,551.1731227,18923,363,10429849,6973,36.85,7.55,2.45,
26-Jun-19,551,558.45,548.95,555.95,555.5711473,50782,1096,28213014,18293,36.02,9.5,4.95,
27-Jun-19,557.7,563.6,550.55,552,555.5923388,36626,827,20349125,9617,26.26,13.05,-5.7,
28-Jun-19,553,556.55,546.5,552.45,551.2733467,25978,475,14320979,2769,10.66,10.05,-0.55,
1-Jul-19,554.9,559.35,553.5,555.9,556.6212838,33199,450,18479270,8988,27.07,5.85,1,
2-Jul-19,556.75,558.1,551.7,555.15,554.0139374,22314,340,12362267,5611,25.15,6.4,-1.6,
3-Jul-19,555.2,555.8,549.3,553.05,551.4283628,42450,800,23408134,15773,37.16,6.5,-2.15,
4-Jul-19,555,555.1,550.65,551.45,552.0103292,12392,275,6840512,2573,20.76,4.45,-3.55,
5-Jul-19,551.45,553.15,549.5,549.95,550.1515395,33615,1154,18493344,14231,42.34,3.65,-1.5,
8-Jul-19,550,550,534.9,538.75,540.9454075,44878,821,24276548,4369,9.74,15.1,-11.25,
9-Jul-19,538,552.05,538,548.45,547.0731328,37261,751,20384492,4373,11.74,14.05,10.45,
10-Jul-19,548.85,550.95,542.15,544.65,546.354975,19638,490,10729319,2513,12.8,8.8,-4.2,
11-Jul-19,547.9,553.75,547.2,552.3,551.6829391,17924,489,9888365,3758,20.97,6.55,4.4,
12-Jul-19,554,566.05,547.95,556.65,557.0237569,61119,3194,34044735,19822,32.43,18.1,2.65,
15-Jul-19,562.7,562.7,549.05,550.75,553.4783672,27805,546,15389466,5678,20.42,13.65,-11.95,
16-Jul-19,547.25,558.55,547.25,553.6,553.2806929,145123,752,80293754,107064,73.77,11.3,6.35,
17-Jul-19,555.9,558.2,548.4,557.4,554.622278,50238,816,27863114,13614,27.1,9.8,1.5,
18-Jul-19,560,560.05,545.8,547.05,551.4534715,42662,1044,23526108,11687,27.39,14.25,-12.95,
19-Jul-19,548,551.95,535.7,536.85,540.1464584,34194,689,18469768,6410,18.75,16.25,-11.15,
22-Jul-19,532.9,540,525.85,530.6,533.9318824,45627,878,24361710,5831,12.78,14.15,-2.3,
23-Jul-19,534.95,534.95,521.2,528.8,526.8022248,69129,1239,36417311,15772,22.82,13.75,-6.15,
24-Jul-19,527.4,527.4,517,518.75,520.2559485,67244,1448,34984091,8374,12.45,10.4,-8.65,
25-Jul-19,519.8,538.7,519.4,536.2,535.8906618,127284,2161,68210307,34042,26.74,19.3,16.4,
26-Jul-19,535,539.6,528.5,532.45,535.4067264,42311,774,22653594,5985,14.15,11.1,-2.55,
29-Jul-19,533.9,534.55,520.45,522.05,525.4503577,28937,594,15204957,4771,16.49,14.1,-11.85,
30-Jul-19,522,533.15,517.75,520.15,523.2437245,74576,1384,39021424,16470,22.08,15.4,-1.85,
31-Jul-19,518.1,522.05,506.4,520.95,514.5860003,63744,1148,32801770,9026,14.16,15.65,2.85,
1-Aug-19,516.5,519.3,510,512.25,512.8823335,42391,1121,21741595,12249,28.9,9.3,-4.25,
2-Aug-19,510.25,519.5,509,515.7,515.4978755,54600,1330,28146184,6360,11.65,10.5,5.45,
5-Aug-19,512,520.9,512,518.9,517.17499,34962,1037,18081472,9466,27.08,8.9,6.9,
6-Aug-19,519,526.5,497.1,500.2,506.4406611,127370,2155,64505347,19544,15.34,29.4,-18.8,
7-Aug-19,501,525.05,501,519,514.915976,185697,3907,95618352,13450,7.24,24.05,18,
8-Aug-19,509,509.55,494.25,503.3,501.2612046,166896,3602,83658490,20445,12.25,15.3,-5.7,
9-Aug-19,505.9,511.5,481.45,485.2,490.8135047,1038927,3697,509919402,915668,88.14,30.05,-20.7,
13-Aug-19,486.9,490.2,472.95,475.4,476.6377826,117239,2564,55880537,41551,35.44,17.25,-11.5,
14-Aug-19,476,482.75,465.5,478.5,474.7389223,91716,1928,43541155,8380,9.14,17.25,2.5,
16-Aug-19,478.75,483.05,474.7,476.25,477.9768725,34245,946,16368318,5231,15.28,8.35,-2.5,
19-Aug-19,477.9,485.45,475,475.9,480.589937,42552,2500,20450063,6873,16.15,10.45,-2,
20-Aug-19,478.4,481.25,470.9,478.8,475.6965549,42960,1240,20435924,5585,13,10.35,0.4,
21-Aug-19,478.8,478.9,467,468.05,470.7973005,33340,710,15696382,10391,31.17,11.9,-10.75,
22-Aug-19,470,470,460.65,463.1,464.895235,53138,1073,24703603,17701,33.31,9.35,-6.9,
23-Aug-19,465,466.9,449.5,465.9,460.7451654,58795,1188,27089512,11189,19.03,17.4,0.9,
26-Aug-19,466,470,455.25,465.1,464.4821115,289487,1306,134461533,245587,84.84,14.75,-0.9,
27-Aug-19,463.1,469.35,459,465.2,463.5813082,40820,1049,18923389,8162,20,10.35,2.1,
28-Aug-19,468.9,476.1,460.4,464,468.1365274,97951,1752,45854441,29550,30.17,15.7,-4.9,
29-Aug-19,464,468.25,456.9,464.45,463.7741439,63722,1241,29552616,9185,14.41,11.35,0.45,
30-Aug-19,465.95,475,461.7,472.55,468.1273405,51484,1089,24101068,7820,15.19,13.3,6.6,
3-Sep-19,470,471,461.25,469.35,467.1346018,44041,925,20573075,6900,15.67,9.75,-0.65,
4-Sep-19,469,474.9,467.8,471.15,470.9620609,41303,865,19452146,4121,9.98,7.1,2.15,
5-Sep-19,471,479.4,470.75,478.35,475.7017276,35367,711,16824143,4195,11.86,8.65,7.35,
6-Sep-19,475.25,482.55,473.75,475,477.0044828,40377,729,19260010,3846,9.53,8.8,-0.25,
9-Sep-19,475,478.7,472.45,474.9,476.3719289,52018,973,24779915,20556,39.52,6.25,-0.1,
11-Sep-19,473.9,477.9,468.5,471.45,473.0461819,38998,664,18447855,15627,40.07,9.4,-2.45,
12-Sep-19,474.1,474.1,464.7,468.1,469.6346311,40455,1009,18999069,9810,24.25,9.4,-6,
13-Sep-19,471.8,471.8,464.6,468.65,467.306055,36598,617,17102467,7694,21.02,7.2,-3.15,
16-Sep-19,472,472,464.4,470.45,469.0659183,58527,999,27453021,7684,13.13,7.6,-1.55,
17-Sep-19,472,472,457.2,460.4,463.350664,58355,1202,27038828,14536,24.91,14.8,-11.6,
18-Sep-19,461,461.95,454.9,458.95,457.8003338,40743,854,18652159,4947,12.14,7.05,-2.05,
19-Sep-19,460.15,461.6,450,451.35,455.7026629,40106,759,18276411,8029,20.02,11.6,-8.8,
20-Sep-19,455,464.85,445.85,463.4,458.1813399,72422,1173,33182409,9832,13.58,19,8.4,
23-Sep-19,470,472.15,445,448.9,453.7367173,116373,2937,52802703,44441,38.19,27.15,-21.1,
24-Sep-19,451.7,455.2,446.45,449.8,451.257805,81678,2061,36857835,19588,23.98,8.75,-1.9,
25-Sep-19,450.05,450.05,432,434.45,437.7535634,153504,3488,67196923,51413,33.49,18.05,-15.6,
26-Sep-19,440,440.85,430.5,438.95,435.2217591,124040,2902,53984907,22620,18.24,10.35,-1.05,
27-Sep-19,440,445.95,436.1,439.45,441.8203276,95535,1835,42209305,15124,15.83,9.85,-0.55,
30-Sep-19,432,432.4,418,425.05,425.4021746,170789,2991,72654012,16920,9.91,14.4,-6.95,
1-Oct-19,425.1,425.2,403.2,412.45,413.4776739,103780,2469,42910713,20638,19.89,22,-12.65,
3-Oct-19,410,420.85,406.25,418.1,417.1737204,263337,1108,109857276,207333,78.73,14.6,8.1,
4-Oct-19,421.8,431.05,416.65,418.35,424.5314399,148442,3777,63018296,45288,30.51,14.4,-3.45,
7-Oct-19,422.65,422.65,405.65,408.55,411.1915084,79255,1544,32588983,11233,14.17,17,-14.1,
9-Oct-19,408.55,427.25,408,423.5,417.4796952,91850,1714,38345510,10411,11.33,19.25,14.95,
10-Oct-19,423.45,427.3,418.8,422.25,422.2188123,69274,2023,29248786,19809,28.6,8.5,-1.2,
11-Oct-19,425,443.05,389.55,441.55,421.1610749,914525,11174,385162332,299144,32.71,53.5,16.55,
14-Oct-19,441,446.5,433.45,440.85,439.4871793,145702,2206,64034161,16436,11.28,13.05,-0.15,
15-Oct-19,444,448.7,436,446.85,443.7636179,105266,1467,46713221,37150,35.29,12.7,2.85,
16-Oct-19,446.85,447.6,439,446.55,443.0111536,77374,1374,34277545,14324,18.51,8.6,-0.3,
17-Oct-19,447,447.5,439.5,446.3,441.9414532,145166,2559,64154873,79731,54.92,8,-0.7,
18-Oct-19,448.15,450.8,440.1,443.8,445.0240426,124404,2450,55362771,49803,40.03,10.7,-4.35,
22-Oct-19,444,457.5,440.55,453.75,451.1318066,88334,1505,39850277,22571,25.55,16.95,9.75,
23-Oct-19,459,459,447.9,454.95,453.3577388,41589,769,18854695,8474,20.38,11.1,-4.05,
24-Oct-19,457,457,444,446.8,449.2686931,46782,790,21017688,6649,14.21,13,-10.2,
25-Oct-19,446.85,461.25,442.3,459.7,453.5346841,65347,1252,29637131,13615,20.83,18.95,12.85,
27-Oct-19,460,463.35,460,461.3,461.6211075,7675,320,3542942,4167,54.29,3.35,1.3,
29-Oct-19,464.95,478.45,462.4,473.25,471.9731937,110347,2105,52080826,46408,42.06,16.05,8.3,
30-Oct-19,480,480,462.4,464.2,465.4307492,69992,1682,32576429,17887,25.56,17.6,-15.8,
31-Oct-19,466.85,471.5,460.55,467.15,465.4033317,49944,1023,23244104,10444,20.91,10.95,0.3,
1-Nov-19,466,474,463.85,469.05,469.4271055,61006,1743,28637870,10956,17.96,10.15,3.05,
4-Nov-19,469,478.45,466.8,467.85,471.0217573,69356,1321,32668185,21903,31.58,11.65,-1.15,
5-Nov-19,468,475.3,465.5,467.6,469.898102,55428,1029,26045512,11238,20.27,9.8,-0.4,
6-Nov-19,470.9,487.75,464.55,480.5,477.1450282,839616,13759,400618600,119732,14.26,23.2,9.6,
7-Nov-19,481.05,487.2,470.25,471.7,477.1606171,144418,2243,68910582,27588,19.1,16.95,-9.35,
8-Nov-19,471,471.05,461.65,462.9,464.8399854,93354,1908,43394672,33707,36.11,9.4,-8.1,
11-Nov-19,459,459,452,454.5,455.4438544,47831,1026,21784335,11888,24.85,7,-4.5,
13-Nov-19,453,455,446.25,448.25,451.1626255,46026,1004,20765211,13146,28.56,8.75,-4.75,
14-Nov-19,445,458,444,451.5,450.4311612,3702140,2043,1667559219,3631572,98.09,14,6.5,
15-Nov-19,447,467.85,435.6,463.1,453.1469006,4165055,5411,1887381764,3861544,92.71,32.25,16.1,
18-Nov-19,463,471.9,457.5,459.75,463.6074455,132644,2303,61494746,28847,21.75,14.4,-3.25,
19-Nov-19,461,477.5,461,471.75,473.3557008,135271,3041,64031299,21079,15.58,16.5,10.75,
20-Nov-19,474.7,484.05,468.85,482.65,478.6776473,148595,2237,71129105,40854,27.49,15.2,7.95,
21-Nov-19,484.7,492,476.8,485.5,486.026455,139369,2981,67737021,20622,14.8,15.2,0.8,
22-Nov-19,485.1,486,472.8,478.55,478.8331643,142961,2606,68454468,13824,9.67,13.2,-6.55,
25-Nov-19,478,485.4,476.05,483.35,481.8557217,68153,1270,32839913,8123,11.92,9.35,5.35,
26-Nov-19,484,490,476.65,478.3,484.8707689,58554,1170,28391123,13079,22.34,13.35,-5.7,
27-Nov-19,474.8,474.8,464.9,467.75,467.9583728,114132,2425,53409025,21975,19.25,9.9,-7.05,
28-Nov-19,474,476.35,464.45,468.15,469.5470264,103293,2533,48500921,14667,14.2,11.9,-5.85,
29-Nov-19,466,473.2,465.65,466.6,468.3523488,30186,1311,14137684,6388,21.16,7.55,0.6,
2-Dec-19,469.95,470,455.45,464.35,462.145848,79576,2767,36775718,11659,14.65,14.55,-5.6,
3-Dec-19,464.5,466,460.5,464.7,462.6623632,43763,952,20247493,16854,38.51,5.5,0.2,
4-Dec-19,468,471.5,462,469.9,468.1539371,45668,1205,21379654,6546,14.33,9.5,1.9,
5-Dec-19,471,471,460.7,462,464.2695026,36367,927,16884089,10925,30.04,10.3,-9,
6-Dec-19,465,466.8,454,455.6,460.5083392,31058,876,14302468,4787,15.41,12.8,-9.4,
9-Dec-19,455.65,457.5,444.55,447.75,449.8534134,382900,3019,172248872,231513,60.46,12.95,-7.9,
10-Dec-19,450.2,455,449.65,453,452.6231259,120791,1801,54672800,50194,41.55,5.35,2.8,
11-Dec-19,452.85,452.9,446.85,449.7,449.5647597,47213,1003,21225301,6906,14.63,6.05,-3.15,
12-Dec-19,454,463.05,452.55,460.6,458.7098247,121082,1867,55541503,18248,15.07,10.5,6.6,
13-Dec-19,462,464.8,456.55,461.35,461.0022664,47653,1065,21968141,6676,14.01,8.25,-0.65,
16-Dec-19,463.1,464.35,457.25,458.6,461.4489665,27962,520,12903036,7906,28.27,7.1,-4.5,
17-Dec-19,463.7,466,460.55,463.85,463.1740398,62434,1957,28917808,19038,30.49,5.45,0.15,
18-Dec-19,464,469,462,467.75,466.2336197,40048,1114,18671724,12011,29.99,7,3.75,
19-Dec-19,467.8,471.25,464.85,467.65,468.3819147,40331,1112,18890311,5285,13.1,6.4,-0.15,
20-Dec-19,469.7,474.4,463.8,465.65,470.1636152,94600,1956,44477478,26874,28.41,10.6,-4.05,
23-Dec-19,468.7,468.9,464.6,467.75,466.5035148,22192,1375,10352646,4072,18.35,4.3,-0.95,
24-Dec-19,467,479.85,465.95,478.6,472.4116526,171550,2843,81042219,63149,36.81,13.9,11.6,
26-Dec-19,479.5,482.85,472.75,474.15,477.982233,78291,1856,37421707,7099,9.07,10.1,-5.35,
27-Dec-19,472.35,483.35,472.35,481.4,480.6383309,68994,1291,33161161,15417,22.35,11,9.05,
30-Dec-19,481,487,478.55,479.8,482.4548538,43049,1065,20769199,8880,20.63,8.45,-1.2,
31-Dec-19,480.5,484,477.05,478.45,480.4566553,40847,764,19625213,6739,16.5,6.95,-2.05,
1-Jan-20,478.6,479.25,474.9,476.05,477.0996182,39290,938,18745244,7024,17.88,4.35,-2.55,
2-Jan-20,478.2,478.95,472.3,473.7,475.8067384,47578,1158,22637933,10137,21.31,6.65,-4.5,
3-Jan-20,475,475.4,467.4,470.25,471.8853465,122988,1844,58036235,50258,40.86,8,-4.75,
6-Jan-20,467,469.95,461.4,466.75,465.314563,56472,1442,26277244,9744,17.25,8.55,-0.25,
7-Jan-20,466,470,463.85,468.75,466.7636538,61613,1374,28758709,18619,30.22,6.15,2.75,
8-Jan-20,465.8,469.85,463.4,464.55,466.6532148,160399,1748,74850709,121864,75.98,6.45,-1.25,
9-Jan-20,468.7,473.2,468.2,470,471.086186,50275,1562,23683858,17467,34.74,5,1.3,
10-Jan-20,470.95,477,470.25,473.15,474.4794099,43856,1222,20808769,12909,29.43,6.75,2.2,
13-Jan-20,476,482.1,475,477.45,478.6157054,31416,808,15036191,9030,28.74,7.1,1.45,
14-Jan-20,481.85,485.45,479.8,484.4,482.9516004,38678,1406,18679602,10146,26.23,5.65,2.55,
15-Jan-20,485,485.8,480,483.7,482.8428398,26298,673,12697801,8276,31.47,5.8,-1.3,
16-Jan-20,484,487.25,478.8,479.95,482.2743106,33360,1364,16088671,11419,34.23,8.45,-4.05,
17-Jan-20,480,482.9,476.8,480.25,480.2746916,21890,1617,10513213,8906,40.69,6.1,0.25,
20-Jan-20,483.4,483.4,476.9,480.15,480.0812053,103971,2641,49914523,78411,75.42,6.5,-3.25,
21-Jan-20,477.1,478.95,472.15,473.25,475.5171942,23409,1077,11131382,9571,40.89,6.8,-3.85,
22-Jan-20,473.05,480,470.3,471.75,475.9849574,27256,1506,12973446,10666,39.13,9.7,-1.3,
23-Jan-20,462.2,475.5,460,464.8,468.2841633,115409,3329,54044207,27109,23.49,15.5,2.6,
24-Jan-20,465.8,467.8,456.6,458.1,462.1569009,98610,2648,45573292,26156,26.52,11.2,-7.7,
27-Jan-20,458,466.75,454.9,464.65,462.2019868,101972,3371,47131661,25374,24.88,11.85,6.65,
28-Jan-20,466,467.45,459.45,464.65,464.2998717,52996,2457,24606036,18759,35.4,8,-1.35,
29-Jan-20,466.2,467.3,460.3,461.35,463.7539804,32660,1944,15146205,9885,30.27,7,-4.85,
30-Jan-20,462.1,462.1,446.55,451.5,453.4249742,70849,2340,32124706,25169,35.52,15.55,-10.6,
31-Jan-20,462.95,462.95,442.4,446.9,447.9344008,108172,3935,48453960,56831,52.54,20.55,-16.05,
1-Feb-20,446.9,451.9,438,442.8,446.1982091,60527,1544,27007039,7580,12.52,13.9,-4.1,
3-Feb-20,446,450.3,439.7,444.4,444.5111855,24496,1442,10888746,8578,35.02,10.6,-1.6,
4-Feb-20,445.55,452.4,444.45,448.6,449.665464,48503,2190,21810124,15109,31.15,7.95,3.05,
5-Feb-20,450,458.5,437.5,446.8,446.9043921,137269,2840,61346119,15072,10.98,21,-3.2,
6-Feb-20,460,462.85,435.6,439.7,445.9692493,150078,3994,66930173,42648,28.42,27.25,-20.3,
7-Feb-20,438.5,445.5,437.65,443.15,442.2497006,69307,1887,30651000,12486,18.02,7.85,4.65,
10-Feb-20,445,450.8,442.15,444.85,446.2515851,191311,4817,85372837,101668,53.14,8.65,-0.15,
11-Feb-20,446.25,451.95,443.5,450.65,449.1550288,133014,4188,59743907,71312,53.61,8.45,4.4,
12-Feb-20,452,454.7,445.15,446.75,449.3101721,52113,2168,23414901,16461,31.59,9.55,-5.25,
13-Feb-20,444,448.55,440.7,443.55,444.3551255,103493,4172,45987645,63352,61.21,7.85,-0.45,
14-Feb-20,444.05,448.55,441.55,446.95,445.1128222,127209,3248,56622357,70676,55.56,7,2.9,
17-Feb-20,446.95,446.95,430.25,431.7,434.5229289,208623,5317,90651477,76347,36.6,16.7,-15.25,
18-Feb-20,434.55,437.5,428.5,435.65,432.99654,180346,3001,78089194,119311,66.16,9,1.1,
19-Feb-20,437.85,448.8,437.85,447.45,444.9526757,74148,2571,32992351,17295,23.32,10.95,9.6,
20-Feb-20,447.55,448.5,434.3,435.55,439.2964074,216442,4400,95082193,158886,73.41,14.2,-12,
24-Feb-20,436.85,436.85,426.5,430.3,430.4050141,48623,2152,20927583,13905,28.6,10.35,-6.55,
25-Feb-20,430,432.1,420,425.35,425.305094,127033,2718,54027782,65333,51.43,12.1,-4.65,
26-Feb-20,402.2,424.85,401,422.45,418.7424754,147283,3350,61673648,22730,15.43,23.85,20.25,
27-Feb-20,414.7,422.35,409.2,421.45,414.0886981,245101,3498,101493554,133201,54.35,13.15,6.75,
28-Feb-20,417.8,417.8,398,401.45,407.4139403,82925,3719,33784801,24070,29.03,19.8,-16.35,
2-Mar-20,405,410.85,394.45,403.7,405.7942531,120065,3614,48721687,60382,50.29,16.4,-1.3,
3-Mar-20,403.5,428.25,403.5,425.7,420.283584,127680,3317,53661808,25327,19.84,24.75,22.2,
4-Mar-20,427,449.45,420.15,447.7,439.2388434,209158,5970,91870318,38828,18.56,29.3,20.7,
5-Mar-20,449.5,471,438.15,440.45,452.4070222,312408,5231,141335573,32264,10.33,32.85,-9.05,
6-Mar-20,435,438,423.25,433.95,431.7924909,102569,2080,44288524,14838,14.47,14.75,-1.05,
9-Mar-20,428,432.15,424,425.55,427.6515244,63795,1753,27282029,19363,30.35,8.15,-2.45,
11-Mar-20,430,430,410.5,417.55,416.2283569,82174,1657,34203149,20341,24.75,19.5,-12.45,
12-Mar-20,423,423,391,394.85,398.4192348,215068,7488,85687228,90141,41.91,32,-28.15,
13-Mar-20,391,434.3,356.75,425.2,406.3085734,417557,10479,169656989,166486,39.87,77.55,34.2,
16-Mar-20,418,423.7,392.6,396.4,408.6775139,117419,4289,47986505,38068,32.42,31.1,-21.6,
17-Mar-20,395.5,421.85,391,401.75,409.5068831,128939,2835,52801408,29336,22.75,30.85,6.25,
18-Mar-20,407.55,411,381.85,386.7,398.7018693,167071,5118,66611520,90725,54.3,29.15,-20.85,
19-Mar-20,379.8,390.45,363.85,374.6,377.1831526,112338,3896,42372001,27947,24.88,26.6,-5.2,
20-Mar-20,380,399.75,372.95,393.6,390.5929349,91634,3464,35791593,21285,23.23,26.8,13.6,
23-Mar-20,385,432,371.65,377.6,385.7885901,178038,7303,68685029,55457,31.15,60.35,-7.4,
24-Mar-20,389.7,409.75,372.6,377.65,393.1782026,175654,6856,69063324,50158,28.56,37.15,-12.05,
25-Mar-20,378,394.7,374.2,376.7,382.5220806,153574,9414,58745446,64090,41.73,20.5,-1.3,
26-Mar-20,384.5,394.1,381.1,386.65,387.2315776,130846,2783,50667703,28120,21.49,13,2.15,
27-Mar-20,397.7,410.65,391.35,408.45,403.4871582,212003,4678,85540488,43107,20.33,19.3,10.75,
30-Mar-20,414,438.8,408,432.1,422.6330998,283295,6433,119729844,35502,12.53,30.8,18.1,
31-Mar-20,444,447.85,421,423,433.6609692,248647,6802,107828499,35678,14.35,26.85,-21,
1-April-2020,430,431,410.6,413.55,420.4833665,164908,4711,69341071,40694,24.68,20.4,-16.45,
3-April-2020,425,452.7,417.1,449.1,443.1405288,510721,14082,226321174,80213,15.71,35.6,24.1,
7-April-2020,470,509.35,452.25,491.95,487.7567133,769261,18560,375212217,96923,12.6,57.1,21.95,
8-April-2020,498.8,529.95,490.85,513,517.0487633,728417,20143,376627109,99533,13.66,39.1,14.2,
9-April-2020,564.3,595,564.3,579.5,582.0959918,947216,22414,551370637,195228,20.61,30.7,15.2,
13-April-2020,600.1,608.45,583,592.7,592.0615044,572561,14597,338991327,107369,18.75,25.45,-7.4,
15-April-2020,608,614.05,579.05,592.55,601.1103031,660353,17855,396944992,102516,15.52,35,-15.45,
16-April-2020,593.8,612.6,581.3,600.55,598.9094057,485439,11937,290733983,84276,17.36,31.3,6.75,
17-April-2020,610,615.55,595,598.1,602.6940995,319823,8663,192755435,57044,17.84,20.55,-11.9,
20-April-2020,599.75,599.75,580.15,584.75,587.5360258,246240,7170,144674871,49873,20.25,19.6,-15,
21-April-2020,581.9,609.4,570.8,590.8,596.3634392,484147,12206,288727570,71970,14.87,38.6,8.9,
22-April-2020,592.05,611,585.15,587.1,592.4913979,235467,5666,139512172,34388,14.6,25.85,-4.95,
23-April-2020,589,603.6,578.4,586.65,592.304853,290668,5735,172164067,49313,16.97,25.2,-2.35,
24-April-2020,589.8,605.7,584.3,599.6,599.7550803,421036,8982,252518480,56321,13.38,21.4,9.8,
27-April-2020,604,632.05,600.95,608.7,618.8296031,508683,12947,314788099,86995,17.1,31.1,4.7,
28-April-2020,617.95,621.15,593.55,598.45,602.2497664,216214,5453,130214831,41133,19.02,27.6,-19.5,
29-April-2020,613,613,590.4,596.65,597.8993654,208477,4475,124648266,34815,16.7,22.6,-16.35,
30-April-2020,607.9,611.1,586.5,589.5,597.0527134,337580,7092,201553055,80915,23.97,24.6,-18.4,
4-May-20,593.7,616.5,580.7,612,607.7678918,679739,15034,413123539,124589,18.33,35.8,18.3,
5-May-20,623,623,595.6,597.05,607.9760825,294512,7645,179056252,53704,18.23,27.4,-25.95,
6-May-20,597,605.9,590,592.05,596.0409597,233083,4848,138927015,63653,27.31,15.9,-4.95,
7-May-20,598.9,601.8,587.25,589.4,594.8443062,133557,3415,79445621,21370,16,14.55,-9.5,
8-May-20,595.4,601,589.55,591.85,594.191596,135817,3633,80701320,20739,15.27,11.45,-3.55,
11-May-20,600,600.7,583.85,586.1,590.4678868,157583,4423,93047701,25283,16.04,16.85,-13.9,
12-May-20,584.7,593.6,566.25,570,576.2697732,245269,5754,141341111,41141,16.77,27.35,-14.7,
13-May-20,603.5,603.5,569.1,570.2,577.1086887,343320,9145,198132955,89663,26.12,34.4,-33.3,
14-May-20,572,577.8,566.1,569.6,571.5997437,195110,4885,111524826,35936,18.42,11.7,-2.4,
15-May-20,571,585,565.9,570.2,573.7424732,360013,8314,206554749,34443,9.57,19.1,-0.8,
